#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0098 1.04517 1.60308
0.0196 1.9994 3.05551
0.0294 2.94307 4.47186
0.0392 4.2138 6.3605
0.049 5.53713 8.2896
0.0588 7.05029 10.4551
0.0686 8.70999 12.7768
0.0784 10.4195 15.0968
0.0882 12.1993 17.433
0.098 13.9603 19.6457
0.1078 15.5624 21.5316
0.1176 16.5644 22.4895
0.1274 16.6645 22.1577
0.1372 15.812 20.5472
0.147 14.4321 18.2935
0.1568 12.766 15.7545
0.1666 10.9043 13.0761
0.1764 8.90407 10.3534
0.1862 6.83352 7.68755
0.196 4.98566 5.41479
0.2058 3.1807 3.32634
0.2156 1.5816 1.58833
0.2254 0.418012 0.401995
0.2352 0 0
0.245 0 0
0.2548 0 0
0.2646 0 0
0.2744 0 0
0.2842 0 0
0.294 0 0
0.3038 0 0
0.3136 0 0
0.3234 0 0
0.3332 0 0
0.343 0 0
0.3528 0 0
0.3626 0 0
0.3724 0 0
0.3822 0 0
0.392 0 0
0.4018 0 0
0.4116 0 0
0.4214 0 0
0.4312 0 0
0.441 0 0
0.4508 0 0
0.4606 0 0
0.4704 0 0
0.4802 0 0
0.49 -nan -nan
