#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0138 0 0
0.0276 0 0
0.0414 0 0
0.0552 0 0
0.069 0 0
0.0828 0 0
0.0966 0.542289 1.56825
0.1104 1.19978 3.40539
0.1242 1.82987 5.09314
0.138 2.42872 6.62287
0.1518 2.99155 7.98461
0.1656 3.51248 9.16698
0.1794 3.98436 10.157
0.1932 4.39846 10.94
0.207 4.74426 11.4996
0.2208 5.00901 11.8171
0.2346 5.17732 11.872
0.2484 5.23057 11.6412
0.2622 5.14626 11.0992
0.276 4.89707 10.2177
0.2898 4.44983 8.96562
0.3036 3.76409 7.30887
0.3174 2.79032 5.21017
0.3312 1.46769 2.62905
0.345 0 0
0.3588 0 0
0.3726 0 0
0.3864 0 0
0.4002 0 0
0.414 0 0
0.4278 0 0
0.4416 0 0
0.4554 0 0
0.4692 0 0
0.483 0 0
0.4968 0 0
0.5106 0 0
0.5244 0 0
0.5382 0 0
0.552 0 0
0.5658 0 0
0.5796 0 0
0.5934 0 0
0.6072 0 0
0.621 0 0
0.6348 0 0
0.6486 0 0
0.6624 0 0
0.6762 0 0
0.69 -nan -nan
