#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.001 67.467 2.27112
0.002 115.572 4.0853
0.003 141.429 5.30788
0.004 153.623 6.0453
0.005 158.822 6.40523
0.006 155.621 6.37157
0.007 154.181 6.13153
0.008 140.783 5.51576
0.009 130.556 4.77626
0.01 115.904 3.88945
0.011 94.1422 2.83494
0.012 74.5465 1.85994
0.013 39.5776 0.835789
0.014 10.7234 0.184067
0.015 0 0
0.016 0 0
0.017 0 0
0.018 0 0
0.019 0 0
0.02 0 0
0.021 0 0
0.022 0 0
0.023 0 0
0.024 0 0
0.025 0 0
0.026 0 0
0.027 0 0
0.028 0 0
0.029 0 0
0.03 0 0
0.031 0 0
0.032 0 0
0.033 0 0
0.034 0 0
0.035 0 0
0.036 0 0
0.037 0 0
0.038 0 0
0.039 0 0
0.04 0 0
0.041 0 0
0.042 0 0
0.043 0 0
0.044 0 0
0.045 0 0
0.046 0 0
0.047 0 0
0.048 0 0
0.049 0 0
0.05 -nan -nan
