#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.006 12.0309 7.20074
0.012 24.0676 14.357
0.018 36.1158 21.4243
0.024 47.564 28.0026
0.03 50.5402 29.5794
0.036 52.7981 30.6586
0.042 54.3088 31.2263
0.048 55.0363 31.2705
0.054 54.9371 30.7809
0.06 53.9595 29.7495
0.066 52.0422 28.1708
0.072 49.1136 26.0419
0.078 45.0899 23.3629
0.084 39.8741 20.1378
0.09 33.3534 16.3744
0.096 25.3971 12.0858
0.102 15.8534 7.29045
0.108 4.54596 2.01361
0.114 0 0
0.12 0 0
0.126 0 0
0.132 0 0
0.138 0 0
0.144 0 0
0.15 0 0
0.156 0 0
0.162 0 0
0.168 0 0
0.174 0 0
0.18 0 0
0.186 0 0
0.192 0 0
0.198 0 0
0.204 0 0
0.21 0 0
0.216 0 0
0.222 0 0
0.228 0 0
0.234 0 0
0.24 0 0
0.246 0 0
0.252 0 0
0.258 0 0
0.264 0 0
0.27 0 0
0.276 0 0
0.282 0 0
0.288 0 0
0.294 0 0
0.3 -nan -nan
