#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.015 0 0 0 0 0
0.03 0 0 0 0 0
0.045 0 0 0 0 0
0.06 0 0 0 0 0
0.075 0 0 0 0 0
0.09 0.0437716 0.0105564 0.000846855 0.836446 -0.835952
0.105 0.139177 0.039153 0.00339571 2.54067 -2.53861
0.12 0.278231 0.089441 0.00842708 4.87286 -4.86789
0.135 0.454202 0.16424 0.0168017 7.63014 -7.62065
0.15 0.698827 0.280756 0.0311398 11.3791 -11.363
0.165 0.97359 0.430232 0.0515359 15.3414 -15.3169
0.18 1.30014 0.626747 0.0807883 19.8969 -19.8617
0.195 1.67522 0.874847 0.120904 24.9812 -24.9332
0.21 2.0782 1.16878 0.172542 30.2308 -30.1681
0.225 2.49926 1.50602 0.236681 35.5202 -35.4413
0.24 2.91566 1.87415 0.312557 40.5401 -40.4441
0.255 3.25632 2.22405 0.39242 44.2481 -44.1361
0.27 3.39732 2.45693 0.457328 44.8992 -44.7759
0.285 3.29585 2.51603 0.492766 42.158 -42.031
0.3 3.03227 2.43673 0.500999 37.5034 -37.3793
0.315 2.66272 2.24688 0.483979 31.875 -31.7595
0.33 2.22156 1.96403 0.442389 25.7848 -25.6829
0.345 1.74119 1.6095 0.37845 19.6422 -19.5578
0.36 1.244 1.20008 0.2941 13.6679 -13.6042
0.375 0.760419 0.76427 0.194918 8.15211 -8.11091
0.39 0.342892 0.358493 0.0950212 3.59945 -3.57973
0.405 0.0513906 0.0558117 0.0153561 0.531565 -0.52842
0.42 0 0 0 0 0
0.435 0 0 0 0 0
0.45 0 0 0 0 0
0.465 0 0 0 0 0
0.48 0 0 0 0 0
0.495 0 0 0 0 0
0.51 0 0 0 0 0
0.525 0 0 0 0 0
0.54 0 0 0 0 0
0.555 0 0 0 0 0
0.57 0 0 0 0 0
0.585 0 0 0 0 0
0.6 0 0 0 0 0
0.615 0 0 0 0 0
0.63 0 0 0 0 0
0.645 0 0 0 0 0
0.66 0 0 0 0 0
0.675 0 0 0 0 0
0.69 0 0 0 0 0
0.705 0 0 0 0 0
0.72 0 0 0 0 0
0.735 0 0 0 0 0
0.75 -nan -nan -nan -nan -nan
