#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.005 12.3803 5.24246
0.01 24.4125 10.3082
0.015 36.0273 15.1379
0.02 46.6509 19.469
0.025 56.2975 23.2862
0.03 62.762 25.7031
0.035 65.5412 26.5421
0.04 63.7132 25.4939
0.045 58.7367 23.1953
0.05 52.6834 20.4888
0.055 46.0716 17.6032
0.06 39.2644 14.7005
0.065 32.2323 11.7955
0.07 25.1155 8.96089
0.075 18.967 6.57197
0.08 12.7812 4.29109
0.085 7.50811 2.43266
0.09 3.42292 1.06555
0.095 0.465145 0.138609
0.1 0 0
0.105 0 0
0.11 0 0
0.115 0 0
0.12 0 0
0.125 0 0
0.13 0 0
0.135 0 0
0.14 0 0
0.145 0 0
0.15 0 0
0.155 0 0
0.16 0 0
0.165 0 0
0.17 0 0
0.175 0 0
0.18 0 0
0.185 0 0
0.19 0 0
0.195 0 0
0.2 0 0
0.205 0 0
0.21 0 0
0.215 0 0
0.22 0 0
0.225 0 0
0.23 0 0
0.235 0 0
0.24 0 0
0.245 0 0
0.25 -nan -nan
