#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0006 53.6643 1.22393
0.0012 91.4481 2.23783
0.0018 108.815 2.95346
0.0024 116.559 3.41681
0.003 117.834 3.64257
0.0036 116.718 3.66076
0.0042 112.024 3.49213
0.0048 105.838 3.16008
0.0054 97.2494 2.7119
0.006 84.6376 2.14871
0.0066 72.0711 1.5645
0.0072 56.2124 0.970876
0.0078 37.7779 0.448929
0.0084 10.033 0.0763941
0.009 0 0
0.0096 0 0
0.0102 0 0
0.0108 0 0
0.0114 0 0
0.012 0 0
0.0126 0 0
0.0132 0 0
0.0138 0 0
0.0144 0 0
0.015 0 0
0.0156 0 0
0.0162 0 0
0.0168 0 0
0.0174 0 0
0.018 0 0
0.0186 0 0
0.0192 0 0
0.0198 0 0
0.0204 0 0
0.021 0 0
0.0216 0 0
0.0222 0 0
0.0228 0 0
0.0234 0 0
0.024 0 0
0.0246 0 0
0.0252 0 0
0.0258 0 0
0.0264 0 0
0.027 0 0
0.0276 0 0
0.0282 0 0
0.0288 0 0
0.0294 0 0
0.03 -nan -nan
