#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0124 0 0
0.0248 0.00675832 0.0165211
0.0372 0.157388 0.381014
0.0496 0.442732 1.06114
0.062 0.82788 1.96261
0.0744 1.27869 2.99328
0.0868 1.89419 4.3784
0.0992 2.54066 5.78828
0.1116 3.32394 7.45854
0.124 4.17981 9.22581
0.1364 5.08749 11.0308
0.1488 6.04905 12.8676
0.1612 7.00607 14.6002
0.1736 7.88329 16.0684
0.186 8.38554 16.6802
0.1984 8.36883 16.2068
0.2108 7.84941 14.7637
0.2232 7.0769 12.9033
0.2356 6.12637 10.8073
0.248 5.09632 8.68205
0.2604 4.03124 6.6192
0.2728 2.94431 4.64912
0.2852 1.8748 2.83961
0.2976 0.927695 1.34437
0.31 0.237898 0.329058
0.3224 0 0
0.3348 0 0
0.3472 0 0
0.3596 0 0
0.372 0 0
0.3844 0 0
0.3968 0 0
0.4092 0 0
0.4216 0 0
0.434 0 0
0.4464 0 0
0.4588 0 0
0.4712 0 0
0.4836 0 0
0.496 0 0
0.5084 0 0
0.5208 0 0
0.5332 0 0
0.5456 0 0
0.558 0 0
0.5704 0 0
0.5828 0 0
0.5952 0 0
0.6076 0 0
0.62 -nan -nan
