#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0056 8.95173 0.384104 0.654711 43.0247 -34.5705
0.0112 17.9719 1.54257 1.34105 86.382 -69.3963
0.0168 26.5723 3.42182 2.04545 127.571 -102.448
0.0224 34.5925 5.94091 2.77579 165.738 -133.024
0.028 41.6154 8.93632 3.51302 198.8 -159.441
0.0336 47.5477 12.2565 4.25659 226.32 -181.346
0.0392 50.7417 15.2639 4.84072 240.071 -192.129
0.0448 50.6774 17.4249 5.16954 237.659 -189.902
0.0504 48.1444 18.6252 5.26858 223.358 -178.147
0.056 44.1069 18.9618 5.19378 202.204 -160.943
0.0616 39.331 18.6037 4.99662 178.088 -141.43
0.0672 34.0393 17.5701 4.67353 152.154 -120.541
0.0728 28.6883 16.0496 4.26274 126.594 -100.032
0.0784 23.3487 14.0756 3.75698 101.698 -80.1382
0.084 17.8294 11.5238 3.10547 76.574 -60.1587
0.0896 12.9034 8.90389 2.43353 54.6818 -42.8246
0.0952 8.45762 6.20734 1.72607 35.3557 -27.5962
0.1008 4.45035 3.46232 0.981645 18.3327 -14.2571
0.1064 1.48324 1.21975 0.353451 6.02495 -4.66763
0.112 0 0 0 0 0
0.1176 0 0 0 0 0
0.1232 0 0 0 0 0
0.1288 0 0 0 0 0
0.1344 0 0 0 0 0
0.14 0 0 0 0 0
0.1456 0 0 0 0 0
0.1512 0 0 0 0 0
0.1568 0 0 0 0 0
0.1624 0 0 0 0 0
0.168 0 0 0 0 0
0.1736 0 0 0 0 0
0.1792 0 0 0 0 0
0.1848 0 0 0 0 0
0.1904 0 0 0 0 0
0.196 0 0 0 0 0
0.2016 0 0 0 0 0
0.2072 0 0 0 0 0
0.2128 0 0 0 0 0
0.2184 0 0 0 0 0
0.224 0 0 0 0 0
0.2296 0 0 0 0 0
0.2352 0 0 0 0 0
0.2408 0 0 0 0 0
0.2464 0 0 0 0 0
0.252 0 0 0 0 0
0.2576 0 0 0 0 0
0.2632 0 0 0 0 0
0.2688 0 0 0 0 0
0.2744 0 0 0 0 0
0.28 -nan -nan -nan -nan -nan
