#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0052 11.5781 5.27278
0.0104 22.4053 10.1833
0.0156 33.5398 15.163
0.0208 43.2558 19.4307
0.026 52.3225 23.2997
0.0312 59.034 26.0253
0.0364 62.1239 27.0833
0.0416 60.7737 26.1801
0.0468 56.4288 23.9908
0.052 51.0299 21.3664
0.0572 44.9364 18.4878
0.0624 38.4938 15.524
0.0676 31.7136 12.5074
0.0728 25.2866 9.72304
0.078 19.1834 7.17036
0.0832 13.0273 4.72265
0.0884 8.19716 2.8684
0.0936 3.99178 1.34413
0.0988 0.910703 0.293865
0.104 0 0
0.1092 0 0
0.1144 0 0
0.1196 0 0
0.1248 0 0
0.13 0 0
0.1352 0 0
0.1404 0 0
0.1456 0 0
0.1508 0 0
0.156 0 0
0.1612 0 0
0.1664 0 0
0.1716 0 0
0.1768 0 0
0.182 0 0
0.1872 0 0
0.1924 0 0
0.1976 0 0
0.2028 0 0
0.208 0 0
0.2132 0 0
0.2184 0 0
0.2236 0 0
0.2288 0 0
0.234 0 0
0.2392 0 0
0.2444 0 0
0.2496 0 0
0.2548 0 0
0.26 -nan -nan
