#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0054 10.5299 5.19046
0.0108 21.0641 10.3437
0.0162 31.6068 15.4225
0.0216 42.1623 20.3893
0.027 48.1508 23.0908
0.0324 49.6924 23.6431
0.0378 50.4946 23.7847
0.0432 50.5232 23.5082
0.0486 49.7365 22.8081
0.054 48.0852 21.6816
0.0594 45.5112 20.1282
0.0648 41.9466 18.1503
0.0702 37.3123 15.7536
0.0756 31.5167 12.9475
0.081 24.4537 9.74559
0.0864 16.0003 6.1663
0.0918 6.01436 2.23371
0.0972 0 0
0.1026 0 0
0.108 0 0
0.1134 0 0
0.1188 0 0
0.1242 0 0
0.1296 0 0
0.135 0 0
0.1404 0 0
0.1458 0 0
0.1512 0 0
0.1566 0 0
0.162 0 0
0.1674 0 0
0.1728 0 0
0.1782 0 0
0.1836 0 0
0.189 0 0
0.1944 0 0
0.1998 0 0
0.2052 0 0
0.2106 0 0
0.216 0 0
0.2214 0 0
0.2268 0 0
0.2322 0 0
0.2376 0 0
0.243 0 0
0.2484 0 0
0.2538 0 0
0.2592 0 0
0.2646 0 0
0.27 -nan -nan
