#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0176 0 0 0 0 0
0.0352 0 0 0 0 0
0.0528 0 0 0 0 0
0.0704 0 0 0 0 0
0.088 0 0 0 0 0
0.1056 0 0 0 0 0
0.1232 0 0 0 0 0
0.1408 0 0 0 0 0
0.1584 0.0191261 0.00690764 0.00068353 0.485116 -0.484753
0.176 0.0841128 0.0337488 0.00363397 1.99957 -1.99788
0.1936 0.187939 0.0829386 0.00968113 4.22552 -4.22166
0.2112 0.323043 0.155506 0.0195884 6.8809 -6.87416
0.2288 0.503549 0.262581 0.0355499 10.2465 -10.236
0.2464 0.726312 0.407862 0.0591133 14.2043 -14.1896
0.264 0.981364 0.590435 0.0912597 18.4796 -18.4603
0.2816 1.27267 0.816742 0.134165 23.1739 -23.1499
0.2992 1.59551 1.08793 0.189341 28.2127 -28.1844
0.3168 1.92535 1.3901 0.25557 33.1292 -33.0975
0.3344 2.22842 1.69837 0.32897 37.3518 -37.3181
0.352 2.3993 1.92491 0.39182 38.9776 -38.9436
0.3696 2.37971 2.0047 0.427825 37.2491 -37.2167
0.3872 2.20655 1.94739 0.434828 33.216 -33.1866
0.4048 1.93833 1.78852 0.41707 28.1262 -28.101
0.4224 1.59762 1.53834 0.374013 22.4099 -22.3897
0.44 1.2158 1.21957 0.308669 16.5547 -16.5398
0.4576 0.818721 0.854221 0.224742 10.8698 -10.86
0.4752 0.438656 0.475355 0.129834 5.70537 -5.70029
0.4928 0.123531 0.138853 0.0393238 1.58352 -1.58211
0.5104 0 0 0 0 0
0.528 0 0 0 0 0
0.5456 0 0 0 0 0
0.5632 0 0 0 0 0
0.5808 0 0 0 0 0
0.5984 0 0 0 0 0
0.616 0 0 0 0 0
0.6336 0 0 0 0 0
0.6512 0 0 0 0 0
0.6688 0 0 0 0 0
0.6864 0 0 0 0 0
0.704 0 0 0 0 0
0.7216 0 0 0 0 0
0.7392 0 0 0 0 0
0.7568 0 0 0 0 0
0.7744 0 0 0 0 0
0.792 0 0 0 0 0
0.8096 0 0 0 0 0
0.8272 0 0 0 0 0
0.8448 0 0 0 0 0
0.8624 0 0 0 0 0
0.88 -nan -nan -nan -nan -nan
