#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0134 0 0 0 0 0
0.0268 0 0 0 0 0
0.0402 0 0 0 0 0
0.0536 0 0 0 0 0
0.067 0 0 0 0 0
0.0804 0.346712 0.0837715 0.00736229 5.4775 -5.45878
0.0938 1.0297 0.290191 0.0270053 15.5429 -15.4839
0.1072 1.71757 0.553086 0.0550715 24.8502 -24.7465
0.1206 2.39922 0.869026 0.0929496 33.3679 -33.2159
0.134 3.06308 1.2326 0.141687 41.0567 -40.854
0.1474 3.69691 1.63627 0.201871 47.8691 -47.6146
0.1608 4.28761 2.07009 0.273493 53.7488 -53.4425
0.1742 4.82112 2.52154 0.355798 58.6293 -58.2727
0.1876 5.28216 2.97514 0.447103 62.4331 -62.0293
0.201 5.65406 3.41211 0.5446 65.0703 -64.6243
0.2144 5.91861 3.81 0.644117 66.4375 -65.956
0.2278 6.05583 4.14222 0.739856 66.4155 -65.9077
0.2412 6.04377 4.37753 0.82409 64.8678 -64.3455
0.2546 5.85839 4.47952 0.886819 61.6382 -61.116
0.268 5.4734 4.40606 0.915393 56.5478 -56.0442
0.2814 4.86016 4.10879 0.894095 49.3925 -48.93
0.2948 3.98774 3.53257 0.803704 39.9385 -39.5452
0.3082 2.82303 2.61518 0.621048 27.9188 -27.6294
0.3216 1.33115 1.28717 0.318577 13.0276 -12.8852
0.335 0 0 0 0 0
0.3484 0 0 0 0 0
0.3618 0 0 0 0 0
0.3752 0 0 0 0 0
0.3886 0 0 0 0 0
0.402 0 0 0 0 0
0.4154 0 0 0 0 0
0.4288 0 0 0 0 0
0.4422 0 0 0 0 0
0.4556 0 0 0 0 0
0.469 0 0 0 0 0
0.4824 0 0 0 0 0
0.4958 0 0 0 0 0
0.5092 0 0 0 0 0
0.5226 0 0 0 0 0
0.536 0 0 0 0 0
0.5494 0 0 0 0 0
0.5628 0 0 0 0 0
0.5762 0 0 0 0 0
0.5896 0 0 0 0 0
0.603 0 0 0 0 0
0.6164 0 0 0 0 0
0.6298 0 0 0 0 0
0.6432 0 0 0 0 0
0.6566 0 0 0 0 0
0.67 -nan -nan -nan -nan -nan
