#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.002 36.7926 3.12073
0.004 68.7632 5.85254
0.006 91.2626 7.83009
0.008 104.593 9.03669
0.01 108.226 9.43626
0.012 108.139 9.41742
0.014 105.129 9.05839
0.016 98.3264 8.32595
0.018 89.7886 7.38976
0.02 79.4175 6.28158
0.022 66.3269 5.0004
0.024 49.3745 3.5415
0.026 33.3641 2.26147
0.028 18.4132 1.17485
0.03 7.47315 0.43951
0.032 0.613005 0.0327103
0.034 0 0
0.036 0 0
0.038 0 0
0.04 0 0
0.042 0 0
0.044 0 0
0.046 0 0
0.048 0 0
0.05 0 0
0.052 0 0
0.054 0 0
0.056 0 0
0.058 0 0
0.06 0 0
0.062 0 0
0.064 0 0
0.066 0 0
0.068 0 0
0.07 0 0
0.072 0 0
0.074 0 0
0.076 0 0
0.078 0 0
0.08 0 0
0.082 0 0
0.084 0 0
0.086 0 0
0.088 0 0
0.09 0 0
0.092 0 0
0.094 0 0
0.096 0 0
0.098 0 0
0.1 -nan -nan
