#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0026 29.3452 3.84688
0.0052 57.183 7.46446
0.0078 80.4889 10.465
0.0104 94.4028 12.2798
0.013 101.426 13.1674
0.0156 101.74 13.1653
0.0182 98.7888 12.6608
0.0208 93.5061 11.7899
0.0234 85.3022 10.5237
0.026 74.8657 8.98339
0.0286 61.6724 7.1703
0.0312 47.2857 5.31525
0.0338 32.5807 3.53554
0.0364 21.5473 2.22441
0.039 11.3284 1.10947
0.0416 3.62139 0.333207
0.0442 0 0
0.0468 0 0
0.0494 0 0
0.052 0 0
0.0546 0 0
0.0572 0 0
0.0598 0 0
0.0624 0 0
0.065 0 0
0.0676 0 0
0.0702 0 0
0.0728 0 0
0.0754 0 0
0.078 0 0
0.0806 0 0
0.0832 0 0
0.0858 0 0
0.0884 0 0
0.091 0 0
0.0936 0 0
0.0962 0 0
0.0988 0 0
0.1014 0 0
0.104 0 0
0.1066 0 0
0.1092 0 0
0.1118 0 0
0.1144 0 0
0.117 0 0
0.1196 0 0
0.1222 0 0
0.1248 0 0
0.1274 0 0
0.13 -nan -nan
