#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0116 0 0
0.0232 0.166211 0.355423
0.0348 0.634307 1.34572
0.0464 1.28805 2.70832
0.058 2.03785 4.23944
0.0696 3.07441 6.32699
0.0812 4.14845 8.43037
0.0928 5.44188 10.9111
0.1044 6.84247 13.5184
0.116 8.31517 16.165
0.1276 9.87494 18.8657
0.1392 11.4399 21.4474
0.1508 12.8788 23.6565
0.1624 13.7911 24.7691
0.174 13.8934 24.3435
0.1856 13.1496 22.426
0.1972 11.9556 19.8083
0.2088 10.4741 16.8272
0.2204 8.82174 13.7165
0.232 7.06042 10.6029
0.2436 5.21251 7.54318
0.2552 3.41873 4.75646
0.2668 1.88954 2.52202
0.2784 0.588432 0.751293
0.29 0 0
0.3016 0 0
0.3132 0 0
0.3248 0 0
0.3364 0 0
0.348 0 0
0.3596 0 0
0.3712 0 0
0.3828 0 0
0.3944 0 0
0.406 0 0
0.4176 0 0
0.4292 0 0
0.4408 0 0
0.4524 0 0
0.464 0 0
0.4756 0 0
0.4872 0 0
0.4988 0 0
0.5104 0 0
0.522 0 0
0.5336 0 0
0.5452 0 0
0.5568 0 0
0.5684 0 0
0.58 -nan -nan
