#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.013 0 0
0.026 0 0
0.039 0 0
0.052 0 0
0.065 0 0
0.078 1.05718 2.74739
0.091 2.07818 5.31374
0.104 3.05177 7.66998
0.117 3.97297 9.80512
0.13 4.83554 11.7066
0.143 5.63175 13.3603
0.156 6.35217 14.75
0.169 6.98531 15.858
0.182 7.51735 16.6642
0.195 7.93158 17.1463
0.208 8.20796 17.2797
0.221 8.32238 17.0373
0.234 8.24584 16.3891
0.247 7.94345 15.3026
0.26 7.37309 13.742
0.273 6.48383 11.6686
0.286 5.21387 9.04082
0.299 3.48793 5.81383
0.312 1.21391 1.94007
0.325 0 0
0.338 0 0
0.351 0 0
0.364 0 0
0.377 0 0
0.39 0 0
0.403 0 0
0.416 0 0
0.429 0 0
0.442 0 0
0.455 0 0
0.468 0 0
0.481 0 0
0.494 0 0
0.507 0 0
0.52 0 0
0.533 0 0
0.546 0 0
0.559 0 0
0.572 0 0
0.585 0 0
0.598 0 0
0.611 0 0
0.624 0 0
0.637 0 0
0.65 -nan -nan
