#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0162 0 0
0.0324 0 0
0.0486 0 0
0.0648 0 0
0.081 0 0
0.0972 0 0
0.1134 0.0231177 0.0913862
0.1296 0.105625 0.408904
0.1458 0.225551 0.854298
0.162 0.400451 1.48468
0.1782 0.620869 2.2521
0.1944 0.868637 3.07736
0.2106 1.19247 4.12818
0.2268 1.54902 5.23271
0.243 1.94278 6.39702
0.2592 2.36807 7.59208
0.2754 2.79948 8.72711
0.2916 3.17278 9.59947
0.3078 3.34239 9.78553
0.324 3.25181 9.18367
0.3402 2.9895 8.12575
0.3564 2.6196 6.8399
0.3726 2.17757 5.4517
0.3888 1.69717 4.06662
0.405 1.19926 2.74454
0.4212 0.712261 1.5531
0.4374 0.288526 0.597992
0.4536 0.00947839 0.0186206
0.4698 0 0
0.486 0 0
0.5022 0 0
0.5184 0 0
0.5346 0 0
0.5508 0 0
0.567 0 0
0.5832 0 0
0.5994 0 0
0.6156 0 0
0.6318 0 0
0.648 0 0
0.6642 0 0
0.6804 0 0
0.6966 0 0
0.7128 0 0
0.729 0 0
0.7452 0 0
0.7614 0 0
0.7776 0 0
0.7938 0 0
0.81 -nan -nan
