#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0092 1.2081 1.6442
0.0184 3.58568 4.85945
0.0276 5.79558 7.81035
0.0368 7.83545 10.4856
0.046 9.70102 12.8734
0.0552 11.3859 14.9616
0.0644 12.8817 16.7376
0.0736 14.1773 18.1882
0.0828 15.2591 19.2999
0.092 16.1105 20.0585
0.1012 16.7115 20.4495
0.1104 17.0384 20.4578
0.1196 17.0629 20.0681
0.1288 16.7518 19.2649
0.138 16.0661 18.0324
0.1472 14.9597 16.3549
0.1564 13.3786 14.2172
0.1656 11.2593 11.6046
0.1748 8.52657 8.50319
0.184 5.09196 4.90095
0.1932 0.850425 0.787828
0.2024 0 0
0.2116 0 0
0.2208 0 0
0.23 0 0
0.2392 0 0
0.2484 0 0
0.2576 0 0
0.2668 0 0
0.276 0 0
0.2852 0 0
0.2944 0 0
0.3036 0 0
0.3128 0 0
0.322 0 0
0.3312 0 0
0.3404 0 0
0.3496 0 0
0.3588 0 0
0.368 0 0
0.3772 0 0
0.3864 0 0
0.3956 0 0
0.4048 0 0
0.414 0 0
0.4232 0 0
0.4324 0 0
0.4416 0 0
0.4508 0 0
0.46 -nan -nan
