#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0184 0 0
0.0368 0 0
0.0552 0 0
0.0736 0 0
0.092 0 0
0.1104 0 0
0.1288 0 0
0.1472 0 0
0.1656 0 0
0.184 0 0
0.2024 0 0
0.2208 0.167831 0.782402
0.2392 0.386868 1.74623
0.2576 0.604473 2.64103
0.276 0.818275 3.45932
0.2944 1.02529 4.19213
0.3128 1.22178 4.82875
0.3312 1.40304 5.35649
0.3496 1.56318 5.76039
0.368 1.69476 6.02285
0.3864 1.78845 6.12322
0.4048 1.83247 6.03734
0.4232 1.81193 5.73697
0.4416 1.70796 5.18916
0.46 1.49652 4.35552
0.4784 1.14689 3.19136
0.4968 0.619597 1.64473
0.5152 0 0
0.5336 0 0
0.552 0 0
0.5704 0 0
0.5888 0 0
0.6072 0 0
0.6256 0 0
0.644 0 0
0.6624 0 0
0.6808 0 0
0.6992 0 0
0.7176 0 0
0.736 0 0
0.7544 0 0
0.7728 0 0
0.7912 0 0
0.8096 0 0
0.828 0 0
0.8464 0 0
0.8648 0 0
0.8832 0 0
0.9016 0 0
0.92 -nan -nan
