#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0166 0 0 0 0 0
0.0332 0 0 0 0 0
0.0498 0 0 0 0 0
0.0664 0 0 0 0 0
0.083 0 0 0 0 0
0.0996 0 0 0 0 0
0.1162 0 0 0 0 0
0.1328 0 0 0 0 0
0.1494 0 0 0 0 0
0.166 0.242438 0.0973388 0.0106427 5.3402 -5.33899
0.1826 0.535267 0.236359 0.0279129 11.0424 -11.0381
0.1992 0.840552 0.404852 0.0514717 16.3389 -16.3299
0.2158 1.15125 0.600645 0.081919 21.1975 -21.1827
0.2324 1.45975 0.820119 0.119563 25.5791 -25.5577
0.249 1.75773 1.05801 0.164318 29.4359 -29.4077
0.2656 2.036 1.30716 0.215581 32.7112 -32.6762
0.2822 2.28437 1.55826 0.272093 35.337 -35.2959
0.2988 2.4915 1.79953 0.33177 37.2334 -37.187
0.3154 2.64469 2.01635 0.391511 38.3056 -38.2553
0.332 2.72981 2.19089 0.446978 38.4424 -38.3898
0.3486 2.73112 2.30169 0.492345 37.5129 -37.46
0.3652 2.6312 2.32329 0.520027 35.3633 -35.3123
0.3818 2.41099 2.22588 0.520397 31.8131 -31.7663
0.3984 2.04988 1.97507 0.481506 26.6499 -26.6101
0.415 1.52609 1.53195 0.388849 19.6238 -19.5941
0.4316 0.817353 0.85351 0.225243 10.4405 -10.4244
0.4482 0 0 0 0 0
0.4648 0 0 0 0 0
0.4814 0 0 0 0 0
0.498 0 0 0 0 0
0.5146 0 0 0 0 0
0.5312 0 0 0 0 0
0.5478 0 0 0 0 0
0.5644 0 0 0 0 0
0.581 0 0 0 0 0
0.5976 0 0 0 0 0
0.6142 0 0 0 0 0
0.6308 0 0 0 0 0
0.6474 0 0 0 0 0
0.664 0 0 0 0 0
0.6806 0 0 0 0 0
0.6972 0 0 0 0 0
0.7138 0 0 0 0 0
0.7304 0 0 0 0 0
0.747 0 0 0 0 0
0.7636 0 0 0 0 0
0.7802 0 0 0 0 0
0.7968 0 0 0 0 0
0.8134 0 0 0 0 0
0.83 -nan -nan -nan -nan -nan
