#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0064 11.2814 7.60776
0.0128 22.5688 15.1727
0.0192 33.8681 22.652
0.0256 40.4996 26.9408
0.032 43.4992 28.7605
0.0384 45.8745 30.0906
0.0448 47.5998 30.9161
0.0512 48.6431 31.2236
0.0576 48.9658 31.0011
0.064 48.5216 30.2382
0.0704 47.2556 28.9264
0.0768 45.1035 27.0596
0.0832 41.9904 24.6342
0.0896 37.8289 21.6494
0.096 32.5175 18.1081
0.1024 25.9382 14.0174
0.1088 17.954 9.38894
0.1152 8.40563 4.24056
0.1216 0 0
0.128 0 0
0.1344 0 0
0.1408 0 0
0.1472 0 0
0.1536 0 0
0.16 0 0
0.1664 0 0
0.1728 0 0
0.1792 0 0
0.1856 0 0
0.192 0 0
0.1984 0 0
0.2048 0 0
0.2112 0 0
0.2176 0 0
0.224 0 0
0.2304 0 0
0.2368 0 0
0.2432 0 0
0.2496 0 0
0.256 0 0
0.2624 0 0
0.2688 0 0
0.2752 0 0
0.2816 0 0
0.288 0 0
0.2944 0 0
0.3008 0 0
0.3072 0 0
0.3136 0 0
0.32 -nan -nan
