#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.018 0 0
0.036 0 0
0.054 0 0
0.072 0 0
0.09 0 0
0.108 0 0
0.126 0 0
0.144 0 0
0.162 0 0
0.18 0 0
0.198 0.0420016 0.192713
0.216 0.281749 1.25336
0.234 0.520415 2.24391
0.252 0.755826 3.15758
0.27 0.985258 3.98621
0.288 1.2053 4.72005
0.306 1.41169 5.34755
0.324 1.5991 5.8551
0.342 1.76086 6.22672
0.36 1.88861 6.44369
0.378 1.97187 6.48418
0.396 1.99748 6.32274
0.414 1.94884 5.9298
0.432 1.805 5.27099
0.45 1.53934 4.30649
0.468 1.11792 2.99017
0.486 0.497273 1.26874
0.504 0 0
0.522 0 0
0.54 0 0
0.558 0 0
0.576 0 0
0.594 0 0
0.612 0 0
0.63 0 0
0.648 0 0
0.666 0 0
0.684 0 0
0.702 0 0
0.72 0 0
0.738 0 0
0.756 0 0
0.774 0 0
0.792 0 0
0.81 0 0
0.828 0 0
0.846 0 0
0.864 0 0
0.882 0 0
0.9 -nan -nan
