#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0132 0 0
0.0264 0 0
0.0396 0 0
0.0528 0 0
0.066 0 0
0.0792 0.763569 2.0472
0.0924 1.74214 4.59385
0.1056 2.67811 6.93904
0.1188 3.56684 9.07222
0.132 4.4025 10.9813
0.1452 5.17784 12.6524
0.1584 5.88402 14.0701
0.1716 6.51024 15.2169
0.1848 7.04349 16.073
0.198 7.46804 16.6166
0.2112 7.76498 16.8235
0.2244 7.91152 16.6667
0.2376 7.88026 16.1166
0.2508 7.63812 15.1406
0.264 7.14518 13.703
0.2772 6.35307 11.7651
0.2904 5.20306 9.2846
0.3036 3.62349 6.21626
0.3168 1.52661 2.51152
0.33 0 0
0.3432 0 0
0.3564 0 0
0.3696 0 0
0.3828 0 0
0.396 0 0
0.4092 0 0
0.4224 0 0
0.4356 0 0
0.4488 0 0
0.462 0 0
0.4752 0 0
0.4884 0 0
0.5016 0 0
0.5148 0 0
0.528 0 0
0.5412 0 0
0.5544 0 0
0.5676 0 0
0.5808 0 0
0.594 0 0
0.6072 0 0
0.6204 0 0
0.6336 0 0
0.6468 0 0
0.66 -nan -nan
