#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0186 0 0 0 0 0
0.0372 0 0 0 0 0
0.0558 0 0 0 0 0
0.0744 0 0 0 0 0
0.093 0 0 0 0 0
0.1116 0 0 0 0 0
0.1302 0 0 0 0 0
0.1488 0 0 0 0 0
0.1674 0 0 0 0 0
0.186 0 0 0 0 0
0.2046 0 0 0 0 0
0.2232 0.0727053 0.0349973 0.00440548 1.96391 -1.96111
0.2418 0.212149 0.110612 0.0149455 5.27975 -5.27195
0.2604 0.362123 0.203305 0.0293835 8.37737 -8.36467
0.279 0.518423 0.311816 0.0480419 11.2333 -11.216
0.2976 0.676405 0.43393 0.0710388 13.8186 -13.7973
0.3162 0.830877 0.566315 0.0982128 16.0979 -16.0733
0.3348 0.975999 0.704341 0.129033 18.0284 -18.0014
0.3534 1.10516 0.841856 0.162493 19.5583 -19.5302
0.372 1.21089 0.970947 0.196985 20.6258 -20.5977
0.3906 1.2847 1.08167 0.230153 21.1566 -21.1298
0.4092 1.31706 1.16178 0.258731 21.0617 -21.0375
0.4278 1.29729 1.19644 0.278361 20.2349 -20.2145
0.4464 1.21361 1.16803 0.283414 18.5491 -18.5334
0.465 1.05322 1.05603 0.266812 15.8521 -15.8415
0.4836 0.8027 0.837159 0.219922 11.9615 -11.9558
0.5022 0.448547 0.485889 0.13254 6.65796 -6.65616
0.5208 0 0 0 0 0
0.5394 0 0 0 0 0
0.558 0 0 0 0 0
0.5766 0 0 0 0 0
0.5952 0 0 0 0 0
0.6138 0 0 0 0 0
0.6324 0 0 0 0 0
0.651 0 0 0 0 0
0.6696 0 0 0 0 0
0.6882 0 0 0 0 0
0.7068 0 0 0 0 0
0.7254 0 0 0 0 0
0.744 0 0 0 0 0
0.7626 0 0 0 0 0
0.7812 0 0 0 0 0
0.7998 0 0 0 0 0
0.8184 0 0 0 0 0
0.837 0 0 0 0 0
0.8556 0 0 0 0 0
0.8742 0 0 0 0 0
0.8928 0 0 0 0 0
0.9114 0 0 0 0 0
0.93 -nan -nan -nan -nan -nan
