#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0146 0 0
0.0292 0 0
0.0438 0 0
0.0584 0 0
0.073 0 0
0.0876 0 0
0.1022 0 0
0.1168 0.479595 1.52748
0.1314 1.01458 3.16386
0.146 1.53013 4.66818
0.1606 2.0226 6.0319
0.1752 2.48746 7.2451
0.1898 2.91917 8.29633
0.2044 3.31097 9.17247
0.219 3.65459 9.85855
0.2336 3.94003 10.3376
0.2482 4.15509 10.5904
0.2628 4.28496 10.5954
0.2774 4.31163 10.3282
0.292 4.21313 9.76167
0.3066 3.96261 8.86547
0.3212 3.5272 7.6058
0.3358 2.86645 5.94525
0.3504 1.93039 3.84247
0.365 0.657062 1.25209
0.3796 0 0
0.3942 0 0
0.4088 0 0
0.4234 0 0
0.438 0 0
0.4526 0 0
0.4672 0 0
0.4818 0 0
0.4964 0 0
0.511 0 0
0.5256 0 0
0.5402 0 0
0.5548 0 0
0.5694 0 0
0.584 0 0
0.5986 0 0
0.6132 0 0
0.6278 0 0
0.6424 0 0
0.657 0 0
0.6716 0 0
0.6862 0 0
0.7008 0 0
0.7154 0 0
0.73 -nan -nan
