#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0108 0.214817 0.400355
0.0216 0.806222 1.49423
0.0324 1.62391 2.98953
0.0432 2.55809 4.66992
0.054 3.83751 6.94392
0.0648 5.14696 9.21508
0.0756 6.74211 11.9328
0.0864 8.43662 14.7402
0.0972 10.2111 17.5865
0.108 12.0937 20.5052
0.1188 13.996 23.3283
0.1296 15.7443 25.7558
0.1404 16.9404 27.1471
0.1512 17.1851 26.9196
0.162 16.3919 25.0446
0.1728 14.9905 22.2957
0.1836 13.2583 19.1606
0.1944 11.2866 15.8182
0.2052 9.14407 12.4023
0.216 6.89606 9.03163
0.2268 4.88457 6.16489
0.2376 2.9314 3.55609
0.2484 1.23 1.43029
0.2592 0.0795179 0.0883855
0.27 0 0
0.2808 0 0
0.2916 0 0
0.3024 0 0
0.3132 0 0
0.324 0 0
0.3348 0 0
0.3456 0 0
0.3564 0 0
0.3672 0 0
0.378 0 0
0.3888 0 0
0.3996 0 0
0.4104 0 0
0.4212 0 0
0.432 0 0
0.4428 0 0
0.4536 0 0
0.4644 0 0
0.4752 0 0
0.486 0 0
0.4968 0 0
0.5076 0 0
0.5184 0 0
0.5292 0 0
0.54 -nan -nan
