#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0012 47.5094 1.96145
0.0024 82.9333 3.54092
0.0036 103.44 4.60652
0.0048 111.589 5.19168
0.006 116.171 5.49784
0.0072 114.348 5.47385
0.0084 110.473 5.22947
0.0096 102.534 4.75871
0.0108 94.3518 4.16269
0.012 84.4423 3.46616
0.0132 69.5629 2.62766
0.0144 54.9242 1.82568
0.0156 32.42 0.959408
0.0168 14.2502 0.360468
0.018 1.59511 0.0334183
0.0192 0 0
0.0204 0 0
0.0216 0 0
0.0228 0 0
0.024 0 0
0.0252 0 0
0.0264 0 0
0.0276 0 0
0.0288 0 0
0.03 0 0
0.0312 0 0
0.0324 0 0
0.0336 0 0
0.0348 0 0
0.036 0 0
0.0372 0 0
0.0384 0 0
0.0396 0 0
0.0408 0 0
0.042 0 0
0.0432 0 0
0.0444 0 0
0.0456 0 0
0.0468 0 0
0.048 0 0
0.0492 0 0
0.0504 0 0
0.0516 0 0
0.0528 0 0
0.054 0 0
0.0552 0 0
0.0564 0 0
0.0576 0 0
0.0588 0 0
0.06 -nan -nan
