#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0146 0 0 0 0 0
0.0292 0 0 0 0 0
0.0438 0 0 0 0 0
0.0584 0 0 0 0 0
0.073 0.0141743 0.00285007 0.000218573 0.26581 -0.265584
0.0876 0.0922143 0.0222456 0.00181055 1.64947 -1.64765
0.1022 0.213355 0.0600367 0.00526439 3.64465 -3.63966
0.1168 0.400913 0.128917 0.0122656 6.61739 -6.60696
0.1314 0.626017 0.226441 0.0233651 9.97363 -9.95569
0.146 0.905368 0.363847 0.0406353 13.9638 -13.9357
0.1606 1.24472 0.550226 0.0663183 18.6706 -18.6294
0.1752 1.61743 0.779956 0.101074 23.5934 -23.5367
0.1898 2.03718 1.06422 0.147757 28.9789 -28.9038
0.2044 2.49257 1.4023 0.207873 34.6551 -34.5591
0.219 2.96186 1.78541 0.281639 40.3079 -40.1891
0.2336 3.40065 2.18668 0.36591 45.3127 -45.1709
0.2482 3.69712 2.52601 0.44703 48.0907 -47.9296
0.2628 3.75312 2.71521 0.506747 47.4392 -47.2672
0.2774 3.55695 2.71633 0.533269 43.5085 -43.3363
0.292 3.21611 2.58542 0.532743 38.0714 -37.9071
0.3066 2.77879 2.3457 0.506309 31.8747 -31.7253
0.3212 2.2689 2.00666 0.452863 25.25 -25.1215
0.3358 1.73334 1.60288 0.377582 18.7648 -18.6615
0.3504 1.20472 1.16267 0.285438 12.7268 -12.6513
0.365 0.702682 0.706554 0.180511 7.25746 -7.21103
0.3796 0.278556 0.291367 0.0773606 2.82088 -2.80141
0.3942 0.00988161 0.010737 0.002959 0.0984557 -0.0977218
0.4088 0 0 0 0 0
0.4234 0 0 0 0 0
0.438 0 0 0 0 0
0.4526 0 0 0 0 0
0.4672 0 0 0 0 0
0.4818 0 0 0 0 0
0.4964 0 0 0 0 0
0.511 0 0 0 0 0
0.5256 0 0 0 0 0
0.5402 0 0 0 0 0
0.5548 0 0 0 0 0
0.5694 0 0 0 0 0
0.584 0 0 0 0 0
0.5986 0 0 0 0 0
0.6132 0 0 0 0 0
0.6278 0 0 0 0 0
0.6424 0 0 0 0 0
0.657 0 0 0 0 0
0.6716 0 0 0 0 0
0.6862 0 0 0 0 0
0.7008 0 0 0 0 0
0.7154 0 0 0 0 0
0.73 -nan -nan -nan -nan -nan
