#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0034 22.0589 4.62006
0.0068 43.9289 9.15293
0.0102 63.0745 13.077
0.0136 78.7815 16.2195
0.017 88.1413 18.0256
0.0204 91.1949 18.5079
0.0238 89.739 18.0295
0.0272 84.6414 16.7839
0.0306 77.5654 15.115
0.034 67.7584 12.9429
0.0374 55.8557 10.4459
0.0408 44.3305 8.08437
0.0442 33.8548 5.99065
0.0476 23.1956 3.97514
0.051 14.9385 2.45741
0.0544 7.62145 1.19923
0.0578 2.15851 0.32276
0.0612 0 0
0.0646 0 0
0.068 0 0
0.0714 0 0
0.0748 0 0
0.0782 0 0
0.0816 0 0
0.085 0 0
0.0884 0 0
0.0918 0 0
0.0952 0 0
0.0986 0 0
0.102 0 0
0.1054 0 0
0.1088 0 0
0.1122 0 0
0.1156 0 0
0.119 0 0
0.1224 0 0
0.1258 0 0
0.1292 0 0
0.1326 0 0
0.136 0 0
0.1394 0 0
0.1428 0 0
0.1462 0 0
0.1496 0 0
0.153 0 0
0.1564 0 0
0.1598 0 0
0.1632 0 0
0.1666 0 0
0.17 -nan -nan
