#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0148 0 0
0.0296 0 0
0.0444 0 0
0.0592 0 0
0.074 0 0
0.0888 0 0
0.1036 0 0
0.1184 0.337089 1.10427
0.1332 0.849599 2.72391
0.148 1.34509 4.21746
0.1628 1.82015 5.57672
0.1776 2.27055 6.79215
0.1924 2.6911 7.85268
0.2072 3.07545 8.74557
0.222 3.41585 9.45627
0.2368 3.70285 9.96822
0.2516 3.92498 10.2626
0.2664 4.06826 10.3183
0.2812 4.11565 10.1113
0.296 4.04637 9.61481
0.3108 3.83497 8.79878
0.3256 3.45025 7.62967
0.3404 2.85377 6.07018
0.3552 1.998 4.07895
0.37 0.823892 1.61042
0.3848 0 0
0.3996 0 0
0.4144 0 0
0.4292 0 0
0.444 0 0
0.4588 0 0
0.4736 0 0
0.4884 0 0
0.5032 0 0
0.518 0 0
0.5328 0 0
0.5476 0 0
0.5624 0 0
0.5772 0 0
0.592 0 0
0.6068 0 0
0.6216 0 0
0.6364 0 0
0.6512 0 0
0.666 0 0
0.6808 0 0
0.6956 0 0
0.7104 0 0
0.7252 0 0
0.74 -nan -nan
