#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0192 0 0 0 0 0
0.0384 0 0 0 0 0
0.0576 0 0 0 0 0
0.0768 0 0 0 0 0
0.096 0 0 0 0 0
0.1152 0 0 0 0 0
0.1344 0 0 0 0 0
0.1536 0 0 0 0 0
0.1728 0 0 0 0 0
0.192 0 0 0 0 0
0.2112 0 0 0 0 0
0.2304 0.0258064 0.0124202 0.00155938 0.762933 -0.761373
0.2496 0.173329 0.0903557 0.0121784 4.67412 -4.66443
0.2688 0.33621 0.188721 0.0272134 8.35871 -8.34127
0.288 0.509893 0.306626 0.0471432 11.7918 -11.7673
0.3072 0.689338 0.442138 0.0722436 14.9425 -14.9116
0.3264 0.868896 0.592105 0.102504 17.7723 -17.7363
0.3456 1.04218 0.75194 0.137529 20.2346 -20.1948
0.3648 1.20194 0.915369 0.176415 22.2726 -22.2306
0.384 1.33989 1.07414 0.217612 23.8178 -23.7754
0.4032 1.44662 1.21771 0.258752 24.7875 -24.7465
0.4224 1.51142 1.33289 0.29646 25.0822 -25.0446
0.4416 1.52221 1.4035 0.326139 24.5823 -24.5498
0.4608 1.46555 1.41012 0.34175 23.1439 -23.118
0.48 1.32667 1.32981 0.335597 20.5938 -20.5754
0.4992 1.08984 1.13627 0.298157 16.7234 -16.7124
0.5184 0.73899 0.80024 0.218038 11.2804 -11.276
0.5376 0.258892 0.290796 0.08217 3.96005 -3.95955
0.5568 0 0 0 0 0
0.576 0 0 0 0 0
0.5952 0 0 0 0 0
0.6144 0 0 0 0 0
0.6336 0 0 0 0 0
0.6528 0 0 0 0 0
0.672 0 0 0 0 0
0.6912 0 0 0 0 0
0.7104 0 0 0 0 0
0.7296 0 0 0 0 0
0.7488 0 0 0 0 0
0.768 0 0 0 0 0
0.7872 0 0 0 0 0
0.8064 0 0 0 0 0
0.8256 0 0 0 0 0
0.8448 0 0 0 0 0
0.864 0 0 0 0 0
0.8832 0 0 0 0 0
0.9024 0 0 0 0 0
0.9216 0 0 0 0 0
0.9408 0 0 0 0 0
0.96 -nan -nan -nan -nan -nan
