#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.002 49.5759 4.20306
0.004 92.7223 7.88614
0.006 123.281 10.5633
0.008 141.712 12.2153
0.01 146.566 12.7445
0.012 147.074 12.7494
0.014 142.869 12.2443
0.016 134.116 11.2668
0.018 122.615 9.98685
0.02 108.558 8.46749
0.022 89.4878 6.63925
0.024 64.5647 4.56238
0.026 42.2882 2.81943
0.028 21.7246 1.35897
0.03 7.06301 0.40548
0.032 0 0
0.034 0 0
0.036 0 0
0.038 0 0
0.04 0 0
0.042 0 0
0.044 0 0
0.046 0 0
0.048 0 0
0.05 0 0
0.052 0 0
0.054 0 0
0.056 0 0
0.058 0 0
0.06 0 0
0.062 0 0
0.064 0 0
0.066 0 0
0.068 0 0
0.07 0 0
0.072 0 0
0.074 0 0
0.076 0 0
0.078 0 0
0.08 0 0
0.082 0 0
0.084 0 0
0.086 0 0
0.088 0 0
0.09 0 0
0.092 0 0
0.094 0 0
0.096 0 0
0.098 0 0
0.1 -nan -nan
