#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0026 14.2997 2.19732
0.0052 28.601 4.35557
0.0078 42.9053 6.4357
0.0104 57.2142 8.39858
0.013 71.5293 10.2051
0.0156 85.852 11.816
0.0182 100.184 13.1919
0.0208 114.527 14.2936
0.0234 106.784 12.8986
0.026 93.6922 10.9363
0.0286 77.9715 8.74258
0.0312 59.453 6.36134
0.0338 37.9414 3.8455
0.0364 13.2113 1.25778
0.039 0 0
0.0416 0 0
0.0442 0 0
0.0468 0 0
0.0494 0 0
0.052 0 0
0.0546 0 0
0.0572 0 0
0.0598 0 0
0.0624 0 0
0.065 0 0
0.0676 0 0
0.0702 0 0
0.0728 0 0
0.0754 0 0
0.078 0 0
0.0806 0 0
0.0832 0 0
0.0858 0 0
0.0884 0 0
0.091 0 0
0.0936 0 0
0.0962 0 0
0.0988 0 0
0.1014 0 0
0.104 0 0
0.1066 0 0
0.1092 0 0
0.1118 0 0
0.1144 0 0
0.117 0 0
0.1196 0 0
0.1222 0 0
0.1248 0 0
0.1274 0 0
0.13 -nan -nan
