#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0062 9.52221 0.401679 0.523772 49.8798 -42.0623
0.0124 19.004 1.60349 1.07171 99.5135 -83.9025
0.0186 27.835 3.52321 1.6308 145.412 -122.552
0.0248 36.4413 6.15129 2.25035 189.996 -160.049
0.031 44.1142 9.3101 2.9018 229.264 -192.999
0.0372 50.1159 12.6945 3.53955 259.141 -217.956
0.0434 54.4342 16.0893 4.15388 279.582 -234.889
0.0496 56.4436 19.0696 4.67455 287.433 -241.163
0.0558 55.7226 21.1822 5.02327 280.811 -235.237
0.062 52.3452 22.1118 5.14553 260.551 -217.869
0.0682 47.6093 22.1261 5.11127 233.887 -195.183
0.0744 42.13 21.3651 4.94447 204.203 -170.045
0.0806 36.119 19.85 4.63461 172.664 -143.449
0.0868 29.6427 17.5513 4.15601 139.665 -115.743
0.093 23.7343 15.0659 3.63535 110.331 -91.1956
0.0992 17.7086 11.9985 2.95882 81.1516 -66.8882
0.1054 11.7806 8.48729 2.14355 53.1733 -43.6937
0.1116 7.11627 5.43421 1.4094 31.7036 -25.9708
0.1178 3.01527 2.43325 0.648688 13.2441 -10.8126
0.124 0.249797 0.21247 0.0582851 1.08188 -0.880077
0.1302 0 0 0 0 0
0.1364 0 0 0 0 0
0.1426 0 0 0 0 0
0.1488 0 0 0 0 0
0.155 0 0 0 0 0
0.1612 0 0 0 0 0
0.1674 0 0 0 0 0
0.1736 0 0 0 0 0
0.1798 0 0 0 0 0
0.186 0 0 0 0 0
0.1922 0 0 0 0 0
0.1984 0 0 0 0 0
0.2046 0 0 0 0 0
0.2108 0 0 0 0 0
0.217 0 0 0 0 0
0.2232 0 0 0 0 0
0.2294 0 0 0 0 0
0.2356 0 0 0 0 0
0.2418 0 0 0 0 0
0.248 0 0 0 0 0
0.2542 0 0 0 0 0
0.2604 0 0 0 0 0
0.2666 0 0 0 0 0
0.2728 0 0 0 0 0
0.279 0 0 0 0 0
0.2852 0 0 0 0 0
0.2914 0 0 0 0 0
0.2976 0 0 0 0 0
0.3038 0 0 0 0 0
0.31 -nan -nan -nan -nan -nan
