#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0082 8.11292 8.78998
0.0164 11.8866 12.8427
0.0246 15.1834 16.3339
0.0328 18.1713 19.4341
0.041 20.8426 22.127
0.0492 23.1862 24.396
0.0574 25.1875 26.2247
0.0656 26.8278 27.5964
0.0738 28.0843 28.4944
0.082 28.9291 28.9022
0.0902 29.3291 28.8032
0.0984 29.2451 28.1812
0.1066 28.6308 27.0204
0.1148 27.4321 25.3058
0.123 25.5854 23.0231
0.1312 23.0164 20.1594
0.1394 19.6381 16.7038
0.1476 15.3487 12.6474
0.1558 10.0286 7.9846
0.164 3.53718 2.71353
0.1722 0 0
0.1804 0 0
0.1886 0 0
0.1968 0 0
0.205 0 0
0.2132 0 0
0.2214 0 0
0.2296 0 0
0.2378 0 0
0.246 0 0
0.2542 0 0
0.2624 0 0
0.2706 0 0
0.2788 0 0
0.287 0 0
0.2952 0 0
0.3034 0 0
0.3116 0 0
0.3198 0 0
0.328 0 0
0.3362 0 0
0.3444 0 0
0.3526 0 0
0.3608 0 0
0.369 0 0
0.3772 0 0
0.3854 0 0
0.3936 0 0
0.4018 0 0
0.41 -nan -nan
