#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.018 0 0 0 0 0
0.036 0 0 0 0 0
0.054 0 0 0 0 0
0.072 0 0 0 0 0
0.09 0 0 0 0 0
0.108 0 0 0 0 0
0.126 0 0 0 0 0
0.144 0 0 0 0 0
0.162 0.00956549 0.00345415 0.000340234 0.25567 -0.255396
0.18 0.0454886 0.0182484 0.00195714 1.13348 -1.13218
0.198 0.102604 0.0452711 0.00526518 2.39972 -2.39679
0.216 0.18573 0.0893901 0.0112261 4.11159 -4.10638
0.234 0.298942 0.155859 0.0210486 6.32814 -6.32004
0.252 0.433624 0.243457 0.0352045 8.77945 -8.76812
0.27 0.598766 0.360179 0.0555592 11.6663 -11.6514
0.288 0.792515 0.508506 0.0833853 14.9355 -14.917
0.306 1.0051 0.685221 0.119063 18.3636 -18.3419
0.324 1.2299 0.887815 0.162986 21.8467 -21.8223
0.342 1.45019 1.10503 0.213758 25.0971 -25.0711
0.36 1.60579 1.28805 0.261875 26.9787 -26.9527
0.378 1.63925 1.38066 0.294336 26.5671 -26.5427
0.396 1.54838 1.36626 0.304763 24.0966 -24.0749
0.414 1.38539 1.27805 0.297748 20.7408 -20.7226
0.432 1.16938 1.12574 0.273448 16.8927 -16.8784
0.45 0.916864 0.919501 0.232512 12.8249 -12.8145
0.468 0.646627 0.674497 0.177297 8.79157 -8.78481
0.486 0.381636 0.413452 0.112823 5.06518 -5.0615
0.504 0.154767 0.173911 0.0492064 2.01859 -2.01721
0.522 0.00642344 0.00747757 0.00219124 0.0828808 -0.0828276
0.54 0 0 0 0 0
0.558 0 0 0 0 0
0.576 0 0 0 0 0
0.594 0 0 0 0 0
0.612 0 0 0 0 0
0.63 0 0 0 0 0
0.648 0 0 0 0 0
0.666 0 0 0 0 0
0.684 0 0 0 0 0
0.702 0 0 0 0 0
0.72 0 0 0 0 0
0.738 0 0 0 0 0
0.756 0 0 0 0 0
0.774 0 0 0 0 0
0.792 0 0 0 0 0
0.81 0 0 0 0 0
0.828 0 0 0 0 0
0.846 0 0 0 0 0
0.864 0 0 0 0 0
0.882 0 0 0 0 0
0.9 -nan -nan -nan -nan -nan
