#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0066 8.86563 6.32657
0.0132 17.2988 12.3166
0.0198 26.0745 18.4842
0.0264 33.6905 23.749
0.033 40.754 28.5173
0.0396 46.2886 32.1065
0.0462 51.1236 35.0884
0.0528 54.4045 36.8872
0.0594 55.0444 36.8109
0.066 52.8693 34.8178
0.0726 48.7074 31.5331
0.0792 43.532 27.65
0.0858 37.8427 23.5319
0.0924 31.9777 19.423
0.099 25.9341 15.3504
0.1056 19.6079 11.2842
0.1122 14.1996 7.92067
0.1188 8.99573 4.85088
0.1254 4.34569 2.25882
0.132 1.01549 0.506962
0.1386 0 0
0.1452 0 0
0.1518 0 0
0.1584 0 0
0.165 0 0
0.1716 0 0
0.1782 0 0
0.1848 0 0
0.1914 0 0
0.198 0 0
0.2046 0 0
0.2112 0 0
0.2178 0 0
0.2244 0 0
0.231 0 0
0.2376 0 0
0.2442 0 0
0.2508 0 0
0.2574 0 0
0.264 0 0
0.2706 0 0
0.2772 0 0
0.2838 0 0
0.2904 0 0
0.297 0 0
0.3036 0 0
0.3102 0 0
0.3168 0 0
0.3234 0 0
0.33 -nan -nan
