#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0148 0 0
0.0296 0 0
0.0444 0 0
0.0592 0 0
0.074 0 0
0.0888 0.0798933 0.267211
0.1036 0.287894 0.946516
0.1184 0.589219 1.90352
0.1332 0.944629 2.99382
0.148 1.40906 4.38051
0.1628 1.94868 5.93713
0.1776 2.53773 7.56694
0.1924 3.23798 9.44473
0.2072 3.98349 11.3517
0.222 4.75552 13.2225
0.2368 5.51581 14.9431
0.2516 6.0858 16.0302
0.2664 6.25471 15.9745
0.2812 5.97496 14.7553
0.296 5.43738 12.9574
0.3108 4.72217 10.8382
0.3256 3.90325 8.61275
0.3404 3.0303 6.41652
0.3552 2.1297 4.31817
0.37 1.24761 2.4164
0.3848 0.481433 0.888551
0.3996 0.000760552 0.0013339
0.4144 0 0
0.4292 0 0
0.444 0 0
0.4588 0 0
0.4736 0 0
0.4884 0 0
0.5032 0 0
0.518 0 0
0.5328 0 0
0.5476 0 0
0.5624 0 0
0.5772 0 0
0.592 0 0
0.6068 0 0
0.6216 0 0
0.6364 0 0
0.6512 0 0
0.666 0 0
0.6808 0 0
0.6956 0 0
0.7104 0 0
0.7252 0 0
0.74 -nan -nan
