#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0116 0 0
0.0232 0 0
0.0348 0 0
0.0464 1.10682 2.3447
0.058 2.61785 5.48096
0.0696 4.04653 8.36406
0.0812 5.38816 10.9827
0.0928 6.6365 13.3242
0.1044 7.78363 15.3746
0.116 8.81968 17.1186
0.1276 9.73257 18.5392
0.1392 10.5077 19.6178
0.1508 11.1275 20.3343
0.1624 11.571 20.6666
0.174 11.813 20.5909
0.1856 11.8237 20.0815
0.1972 11.5674 19.1107
0.2088 11.0017 17.649
0.2204 10.076 15.6651
0.232 8.72945 13.1258
0.2436 6.88945 9.99664
0.2552 4.46834 6.24171
0.2668 1.36027 1.82447
0.2784 0 0
0.29 0 0
0.3016 0 0
0.3132 0 0
0.3248 0 0
0.3364 0 0
0.348 0 0
0.3596 0 0
0.3712 0 0
0.3828 0 0
0.3944 0 0
0.406 0 0
0.4176 0 0
0.4292 0 0
0.4408 0 0
0.4524 0 0
0.464 0 0
0.4756 0 0
0.4872 0 0
0.4988 0 0
0.5104 0 0
0.522 0 0
0.5336 0 0
0.5452 0 0
0.5568 0 0
0.5684 0 0
0.58 -nan -nan
