#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0086 3.20297 3.80285
0.0172 6.46971 7.66319
0.0258 9.07405 10.701
0.0344 11.9405 13.9991
0.043 14.7899 17.211
0.0516 17.9345 20.6849
0.0602 21.2081 24.2058
0.0688 24.4349 27.5544
0.0774 27.5244 30.6163
0.086 30.0775 32.9453
0.0946 31.2201 33.6134
0.1032 30.6927 32.4213
0.1118 28.6153 29.5996
0.1204 25.865 26.1504
0.129 22.6359 22.3251
0.1376 19.1707 18.4068
0.1462 15.5245 14.4799
0.1548 11.6856 10.5637
0.1634 8.38194 7.32635
0.172 5.18007 4.36639
0.1806 2.35667 1.91036
0.1892 0.387188 0.300919
0.1978 0 0
0.2064 0 0
0.215 0 0
0.2236 0 0
0.2322 0 0
0.2408 0 0
0.2494 0 0
0.258 0 0
0.2666 0 0
0.2752 0 0
0.2838 0 0
0.2924 0 0
0.301 0 0
0.3096 0 0
0.3182 0 0
0.3268 0 0
0.3354 0 0
0.344 0 0
0.3526 0 0
0.3612 0 0
0.3698 0 0
0.3784 0 0
0.387 0 0
0.3956 0 0
0.4042 0 0
0.4128 0 0
0.4214 0 0
0.43 -nan -nan
