#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0176 0 0
0.0352 0 0
0.0528 0 0
0.0704 0 0
0.088 0 0
0.1056 0 0
0.1232 0 0
0.1408 0 0
0.1584 0 0
0.176 0 0
0.1936 0.155016 0.677675
0.2112 0.41726 1.77049
0.2288 0.676573 2.7853
0.2464 0.930452 3.71469
0.264 1.17578 4.54977
0.2816 1.40865 5.27999
0.2992 1.62424 5.89292
0.3168 1.81648 6.374
0.3344 1.97786 6.70621
0.352 2.09898 6.86972
0.3696 2.1681 6.84149
0.3872 2.17051 6.59484
0.4048 2.08774 6.09886
0.4224 1.89651 5.31785
0.44 1.56736 4.21064
0.4576 1.06285 2.72979
0.4752 0.335098 0.820862
0.4928 0 0
0.5104 0 0
0.528 0 0
0.5456 0 0
0.5632 0 0
0.5808 0 0
0.5984 0 0
0.616 0 0
0.6336 0 0
0.6512 0 0
0.6688 0 0
0.6864 0 0
0.704 0 0
0.7216 0 0
0.7392 0 0
0.7568 0 0
0.7744 0 0
0.792 0 0
0.8096 0 0
0.8272 0 0
0.8448 0 0
0.8624 0 0
0.88 -nan -nan
