#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0152 0 0
0.0304 0 0
0.0456 0 0
0.0608 0 0
0.076 0 0
0.0912 0.0422234 0.148901
0.1064 0.156753 0.542947
0.1216 0.319368 1.08553
0.1368 0.541747 1.8063
0.152 0.828335 2.70882
0.1672 1.14442 3.66404
0.1824 1.54901 4.85597
0.1976 1.9936 6.11127
0.2128 2.47941 7.4234
0.228 3.00154 8.76738
0.2432 3.52878 10.0421
0.2584 3.99346 11.0524
0.2736 4.22102 11.33
0.2888 4.13792 10.7406
0.304 3.82243 9.57146
0.3192 3.38842 8.17063
0.3344 2.86133 6.63167
0.3496 2.27834 5.06561
0.3648 1.66255 3.53829
0.38 1.04887 2.13153
0.3952 0.503772 0.975304
0.4104 0.106989 0.196916
0.4256 0 0
0.4408 0 0
0.456 0 0
0.4712 0 0
0.4864 0 0
0.5016 0 0
0.5168 0 0
0.532 0 0
0.5472 0 0
0.5624 0 0
0.5776 0 0
0.5928 0 0
0.608 0 0
0.6232 0 0
0.6384 0 0
0.6536 0 0
0.6688 0 0
0.684 0 0
0.6992 0 0
0.7144 0 0
0.7296 0 0
0.7448 0 0
0.76 -nan -nan
