#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0138 0 0
0.0276 0 0
0.0414 0 0
0.0552 0.00124142 0.00370688
0.069 0.151682 0.446655
0.0828 0.425004 1.23259
0.0966 0.838563 2.39613
0.1104 1.31834 3.70572
0.1242 1.90818 5.27219
0.138 2.6103 7.08442
0.1518 3.36287 8.95203
0.1656 4.23619 11.0527
0.1794 5.16836 13.2004
0.1932 6.12416 15.2911
0.207 7.05929 17.2065
0.2208 7.76444 18.4372
0.2346 7.98379 18.4218
0.2484 7.6524 17.1126
0.2622 6.99278 15.1244
0.276 6.12766 12.7946
0.2898 5.13006 10.3217
0.3036 4.05418 7.84483
0.3174 2.9282 5.43711
0.3312 1.80924 3.21578
0.345 0.821363 1.39419
0.3588 0.125517 0.203005
0.3726 0 0
0.3864 0 0
0.4002 0 0
0.414 0 0
0.4278 0 0
0.4416 0 0
0.4554 0 0
0.4692 0 0
0.483 0 0
0.4968 0 0
0.5106 0 0
0.5244 0 0
0.5382 0 0
0.552 0 0
0.5658 0 0
0.5796 0 0
0.5934 0 0
0.6072 0 0
0.621 0 0
0.6348 0 0
0.6486 0 0
0.6624 0 0
0.6762 0 0
0.69 -nan -nan
