#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.006 8.90857 0.377487 0.53237 44.9882 -37.3606
0.012 17.7784 1.50705 1.08981 89.9145 -74.6652
0.018 26.5704 3.37993 1.6971 134.717 -111.858
0.024 33.2633 5.64345 2.23402 168.527 -139.871
0.03 35.559 7.5398 2.51698 178.54 -148.019
0.036 37.3056 9.4914 2.81138 185.624 -153.708
0.042 38.4733 11.4202 3.11235 189.708 -156.882
0.048 39.0296 13.242 3.41089 190.708 -157.482
0.054 38.9391 14.8661 3.69349 188.535 -155.443
0.06 38.1632 16.1942 3.94164 183.087 -150.697
0.066 36.6596 17.1194 4.13128 174.255 -143.165
0.072 34.3825 17.5255 4.23211 161.916 -132.765
0.078 31.2815 17.2854 4.20685 145.937 -119.409
0.084 27.3016 16.2599 4.01035 126.171 -103.001
0.09 22.3829 14.2962 3.58855 102.459 -83.4392
0.096 16.4596 11.226 2.87727 74.6243 -60.6123
0.102 9.45984 6.86377 1.80078 42.4756 -34.403
0.108 1.30493 1.00394 0.270133 5.8024 -4.68545
0.114 0 0 0 0 0
0.12 0 0 0 0 0
0.126 0 0 0 0 0
0.132 0 0 0 0 0
0.138 0 0 0 0 0
0.144 0 0 0 0 0
0.15 0 0 0 0 0
0.156 0 0 0 0 0
0.162 0 0 0 0 0
0.168 0 0 0 0 0
0.174 0 0 0 0 0
0.18 0 0 0 0 0
0.186 0 0 0 0 0
0.192 0 0 0 0 0
0.198 0 0 0 0 0
0.204 0 0 0 0 0
0.21 0 0 0 0 0
0.216 0 0 0 0 0
0.222 0 0 0 0 0
0.228 0 0 0 0 0
0.234 0 0 0 0 0
0.24 0 0 0 0 0
0.246 0 0 0 0 0
0.252 0 0 0 0 0
0.258 0 0 0 0 0
0.264 0 0 0 0 0
0.27 0 0 0 0 0
0.276 0 0 0 0 0
0.282 0 0 0 0 0
0.288 0 0 0 0 0
0.294 0 0 0 0 0
0.3 -nan -nan -nan -nan -nan
