#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0108 0 0
0.0216 0 0
0.0324 0.699625 1.29724
0.0432 2.20545 4.05153
0.054 3.6204 6.58147
0.0648 4.94086 8.87747
0.0756 6.16183 10.9291
0.0864 7.27677 12.7249
0.0972 8.27741 14.2527
0.108 9.15353 15.499
0.1188 9.89274 16.4495
0.1296 10.4801 17.0887
0.1404 10.8977 17.3999
0.1512 11.1243 17.3653
0.162 11.1347 16.9662
0.1728 10.8989 16.1824
0.1836 10.3814 14.9929
0.1944 9.54008 13.3756
0.2052 8.32487 11.3079
0.216 6.67612 8.76628
0.2268 4.52259 5.72709
0.2376 1.77887 2.16687
0.2484 0 0
0.2592 0 0
0.27 0 0
0.2808 0 0
0.2916 0 0
0.3024 0 0
0.3132 0 0
0.324 0 0
0.3348 0 0
0.3456 0 0
0.3564 0 0
0.3672 0 0
0.378 0 0
0.3888 0 0
0.3996 0 0
0.4104 0 0
0.4212 0 0
0.432 0 0
0.4428 0 0
0.4536 0 0
0.4644 0 0
0.4752 0 0
0.486 0 0
0.4968 0 0
0.5076 0 0
0.5184 0 0
0.5292 0 0
0.54 -nan -nan
