#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0064 9.02268 6.0753
0.0128 18.0501 12.1163
0.0192 27.0871 18.0887
0.0256 30.8068 20.4771
0.032 33.1977 21.9322
0.0384 35.0873 22.9967
0.0448 36.4549 23.6587
0.0512 37.2751 23.9073
0.0576 37.5167 23.7331
0.064 37.1426 23.1276
0.0704 36.1087 22.0844
0.0768 34.3636 20.5984
0.0832 31.8469 18.6668
0.0896 28.4887 16.2891
0.096 24.2073 13.4677
0.1024 18.9083 10.2083
0.1088 12.4817 6.5206
0.1152 4.79957 2.41878
0.1216 0 0
0.128 0 0
0.1344 0 0
0.1408 0 0
0.1472 0 0
0.1536 0 0
0.16 0 0
0.1664 0 0
0.1728 0 0
0.1792 0 0
0.1856 0 0
0.192 0 0
0.1984 0 0
0.2048 0 0
0.2112 0 0
0.2176 0 0
0.224 0 0
0.2304 0 0
0.2368 0 0
0.2432 0 0
0.2496 0 0
0.256 0 0
0.2624 0 0
0.2688 0 0
0.2752 0 0
0.2816 0 0
0.288 0 0
0.2944 0 0
0.3008 0 0
0.3072 0 0
0.3136 0 0
0.32 -nan -nan
