#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.006 8.2531 4.92034
0.012 16.7189 9.93684
0.018 24.1649 14.3074
0.024 31.7975 18.7089
0.03 38.5704 22.5173
0.036 44.2911 25.6127
0.042 47.8372 27.3667
0.048 48.9575 27.6702
0.054 47.6635 26.5754
0.06 44.2512 24.3024
0.066 39.9912 21.5893
0.072 35.154 18.6155
0.078 30.044 15.5699
0.084 24.6848 12.491
0.09 19.4268 9.57382
0.096 14.6331 7.00254
0.102 9.8295 4.5567
0.108 5.80519 2.5977
0.114 2.60623 1.12174
0.12 0.310707 0.128198
0.126 0 0
0.132 0 0
0.138 0 0
0.144 0 0
0.15 0 0
0.156 0 0
0.162 0 0
0.168 0 0
0.174 0 0
0.18 0 0
0.186 0 0
0.192 0 0
0.198 0 0
0.204 0 0
0.21 0 0
0.216 0 0
0.222 0 0
0.228 0 0
0.234 0 0
0.24 0 0
0.246 0 0
0.252 0 0
0.258 0 0
0.264 0 0
0.27 0 0
0.276 0 0
0.282 0 0
0.288 0 0
0.294 0 0
0.3 -nan -nan
