#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0096 1.57925 2.32785
0.0192 3.01354 4.4257
0.0288 4.53923 6.63055
0.0384 6.30957 9.15442
0.048 8.36193 12.0355
0.0576 10.4548 14.9045
0.0672 12.9312 18.2377
0.0768 15.423 21.4861
0.0864 17.9459 24.658
0.096 20.3875 27.5856
0.1056 22.5326 29.9734
0.1152 23.6611 30.8841
0.1248 23.4885 30.0242
0.1344 22.0407 27.5344
0.144 19.9788 24.3468
0.1536 17.5162 20.7827
0.1632 14.83 17.0976
0.1728 11.9829 13.396
0.1824 8.98257 9.71469
0.192 6.3353 6.61395
0.2016 3.82832 3.84804
0.2112 1.63653 1.57938
0.2208 0.142713 0.131852
0.2304 0 0
0.24 0 0
0.2496 0 0
0.2592 0 0
0.2688 0 0
0.2784 0 0
0.288 0 0
0.2976 0 0
0.3072 0 0
0.3168 0 0
0.3264 0 0
0.336 0 0
0.3456 0 0
0.3552 0 0
0.3648 0 0
0.3744 0 0
0.384 0 0
0.3936 0 0
0.4032 0 0
0.4128 0 0
0.4224 0 0
0.432 0 0
0.4416 0 0
0.4512 0 0
0.4608 0 0
0.4704 0 0
0.48 -nan -nan
