#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0128 0 0
0.0256 0 0
0.0384 0 0
0.0512 0 0
0.064 0 0
0.0768 0.872358 2.20024
0.0896 1.71906 4.2673
0.1024 2.52336 6.15883
0.1152 3.28096 7.86566
0.128 3.9865 9.3774
0.1408 4.63335 10.6823
0.1536 5.21342 11.7673
0.1664 5.71691 12.6177
0.1792 6.13199 13.2171
0.192 6.44444 13.5474
0.2048 6.6372 13.5888
0.2176 6.68977 13.3192
0.2304 6.57755 12.7147
0.2432 6.27097 11.7491
0.256 5.73439 10.3939
0.2688 4.92477 8.61848
0.2816 3.78993 6.38973
0.2944 2.2664 3.67252
0.3072 0.276629 0.42971
0.32 0 0
0.3328 0 0
0.3456 0 0
0.3584 0 0
0.3712 0 0
0.384 0 0
0.3968 0 0
0.4096 0 0
0.4224 0 0
0.4352 0 0
0.448 0 0
0.4608 0 0
0.4736 0 0
0.4864 0 0
0.4992 0 0
0.512 0 0
0.5248 0 0
0.5376 0 0
0.5504 0 0
0.5632 0 0
0.576 0 0
0.5888 0 0
0.6016 0 0
0.6144 0 0
0.6272 0 0
0.64 -nan -nan
