#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0202 0 0
0.0404 0 0
0.0606 0 0
0.0808 0 0
0.101 0 0
0.1212 0 0
0.1414 0 0
0.1616 0 0
0.1818 0 0
0.202 0 0
0.2222 0 0
0.2424 0.0315182 0.175388
0.2626 0.0939604 0.505573
0.2828 0.18989 0.989233
0.303 0.318697 1.60818
0.3232 0.473675 2.31264
0.3434 0.663512 3.1339
0.3636 0.893347 4.08212
0.3838 1.14905 5.07443
0.404 1.42792 6.08944
0.4242 1.69679 6.97646
0.4444 1.85879 7.34366
0.4646 1.84806 6.98852
0.4848 1.70596 6.1584
0.505 1.47689 5.07969
0.5252 1.19283 3.9027
0.5454 0.867124 2.69372
0.5656 0.527132 1.55173
0.5858 0.219635 0.611666
0.606 0.0045157 0.0118698
0.6262 0 0
0.6464 0 0
0.6666 0 0
0.6868 0 0
0.707 0 0
0.7272 0 0
0.7474 0 0
0.7676 0 0
0.7878 0 0
0.808 0 0
0.8282 0 0
0.8484 0 0
0.8686 0 0
0.8888 0 0
0.909 0 0
0.9292 0 0
0.9494 0 0
0.9696 0 0
0.9898 0 0
1.01 -nan -nan
