#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0074 5.38 0.222279 0.179196 33.7111 -30.4323
0.0148 10.8239 0.894456 0.374724 67.7908 -61.189
0.0222 15.8126 1.96006 0.580066 98.6466 -89.0073
0.0296 20.6649 3.41554 0.818879 128.382 -115.785
0.037 24.6054 5.08338 1.06566 151.66 -136.683
0.0444 28.5768 7.0848 1.36827 174.742 -157.362
0.0518 32.4694 9.39229 1.73194 196.964 -177.221
0.0592 35.9542 11.8876 2.14564 216.273 -194.405
0.0666 38.3203 14.2557 2.56185 228.258 -204.949
0.074 38.8116 16.0447 2.90461 228.431 -204.834
0.0814 37.2848 16.9566 3.11819 216.349 -193.706
0.0888 34.3589 17.0485 3.20465 196.289 -175.45
0.0962 30.6509 16.4787 3.18128 172.301 -153.728
0.1036 26.5241 15.3606 3.05605 146.693 -130.626
0.111 22.2738 13.825 2.84167 121.233 -107.733
0.1184 17.9207 11.8694 2.52445 95.9904 -85.1142
0.1258 13.4147 9.44461 2.08006 70.6545 -62.5005
0.1332 9.30745 6.9425 1.58456 48.2494 -42.5754
0.1406 5.68651 4.48046 1.06012 29.0287 -25.548
0.148 2.51821 2.09023 0.512622 12.6511 -11.1027
0.1554 0.350067 0.305396 0.0776331 1.73251 -1.51593
0.1628 0 0 0 0 0
0.1702 0 0 0 0 0
0.1776 0 0 0 0 0
0.185 0 0 0 0 0
0.1924 0 0 0 0 0
0.1998 0 0 0 0 0
0.2072 0 0 0 0 0
0.2146 0 0 0 0 0
0.222 0 0 0 0 0
0.2294 0 0 0 0 0
0.2368 0 0 0 0 0
0.2442 0 0 0 0 0
0.2516 0 0 0 0 0
0.259 0 0 0 0 0
0.2664 0 0 0 0 0
0.2738 0 0 0 0 0
0.2812 0 0 0 0 0
0.2886 0 0 0 0 0
0.296 0 0 0 0 0
0.3034 0 0 0 0 0
0.3108 0 0 0 0 0
0.3182 0 0 0 0 0
0.3256 0 0 0 0 0
0.333 0 0 0 0 0
0.3404 0 0 0 0 0
0.3478 0 0 0 0 0
0.3552 0 0 0 0 0
0.3626 0 0 0 0 0
0.37 -nan -nan -nan -nan -nan
