#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.017 0 0
0.034 0 0
0.051 0 0
0.068 0 0
0.085 0 0
0.102 0 0
0.119 0 0
0.136 0.0132919 0.0571268
0.153 0.105682 0.443659
0.17 0.250987 1.02865
0.187 0.444566 1.77736
0.204 0.710566 2.77377
0.221 1.01267 3.8537
0.238 1.37501 5.09858
0.255 1.8004 6.50194
0.272 2.26406 7.95394
0.289 2.7539 9.40044
0.306 3.25108 10.7698
0.323 3.62932 11.6406
0.34 3.74212 11.5844
0.357 3.56032 10.6047
0.374 3.20996 9.1807
0.391 2.76006 7.56738
0.408 2.22272 5.83066
0.425 1.62656 4.07359
0.442 1.03034 2.45876
0.459 0.485706 1.10213
0.476 0.0743087 0.159943
0.493 0 0
0.51 0 0
0.527 0 0
0.544 0 0
0.561 0 0
0.578 0 0
0.595 0 0
0.612 0 0
0.629 0 0
0.646 0 0
0.663 0 0
0.68 0 0
0.697 0 0
0.714 0 0
0.731 0 0
0.748 0 0
0.765 0 0
0.782 0 0
0.799 0 0
0.816 0 0
0.833 0 0
0.85 -nan -nan
