#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0014 15.6508 1.19902 14.3366 47.7133 -12.6544
0.0028 31.2824 4.79568 28.7595 95.334 -25.2792
0.0042 46.8754 10.7888 43.3552 142.77 -37.8445
0.0056 62.4103 19.1765 58.2099 189.928 -50.3208
0.007 77.8676 29.956 73.4101 236.716 -62.6781
0.0084 93.2276 43.1237 89.0421 283.042 -74.8869
0.0098 108.47 58.6754 105.192 328.812 -86.9173
0.0112 123.575 76.6059 121.947 373.934 -98.7395
0.0126 138.522 96.909 139.392 418.315 -110.324
0.014 136.326 106.13 139.613 409.591 -107.82
0.0154 98.4287 84.0983 101.955 292.43 -76.7419
0.0168 54.7193 50.8781 57.3821 160.582 -41.9989
0.0182 4.733 4.75491 5.02918 13.7044 -3.57101
0.0196 0 0 0 0 0
0.021 0 0 0 0 0
0.0224 0 0 0 0 0
0.0238 0 0 0 0 0
0.0252 0 0 0 0 0
0.0266 0 0 0 0 0
0.028 0 0 0 0 0
0.0294 0 0 0 0 0
0.0308 0 0 0 0 0
0.0322 0 0 0 0 0
0.0336 0 0 0 0 0
0.035 0 0 0 0 0
0.0364 0 0 0 0 0
0.0378 0 0 0 0 0
0.0392 0 0 0 0 0
0.0406 0 0 0 0 0
0.042 0 0 0 0 0
0.0434 0 0 0 0 0
0.0448 0 0 0 0 0
0.0462 0 0 0 0 0
0.0476 0 0 0 0 0
0.049 0 0 0 0 0
0.0504 0 0 0 0 0
0.0518 0 0 0 0 0
0.0532 0 0 0 0 0
0.0546 0 0 0 0 0
0.056 0 0 0 0 0
0.0574 0 0 0 0 0
0.0588 0 0 0 0 0
0.0602 0 0 0 0 0
0.0616 0 0 0 0 0
0.063 0 0 0 0 0
0.0644 0 0 0 0 0
0.0658 0 0 0 0 0
0.0672 0 0 0 0 0
0.0686 0 0 0 0 0
0.07 -nan -nan -nan -nan -nan
