#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0172 0 0 0 0 0
0.0344 0 0 0 0 0
0.0516 0 0 0 0 0
0.0688 0 0 0 0 0
0.086 0 0 0 0 0
0.1032 0 0 0 0 0
0.1204 0 0 0 0 0
0.1376 0.00127022 0.000407914 3.71433e-05 0.032274 -0.0322606
0.1548 0.0486219 0.017563 0.00174477 1.15775 -1.15714
0.172 0.133602 0.0536127 0.00579128 2.98505 -2.98311
0.1892 0.265226 0.117063 0.0137027 5.62577 -5.62162
0.2064 0.438775 0.211252 0.0266835 8.8929 -8.88574
0.2236 0.643785 0.335763 0.0455628 12.4677 -12.4568
0.2408 0.907189 0.509521 0.074003 16.9468 -16.9315
0.258 1.20613 0.725799 0.112402 21.782 -21.7619
0.2752 1.53689 0.986489 0.16234 26.9041 -26.8791
0.2924 1.89004 1.28901 0.2247 32.1639 -32.1343
0.3096 2.24344 1.62009 0.298298 37.1962 -37.1628
0.3268 2.53495 1.93237 0.374799 40.9163 -40.8803
0.344 2.65423 2.12986 0.434061 41.4759 -41.4389
0.3612 2.56474 2.16099 0.461683 38.5917 -38.5557
0.3784 2.33811 2.06392 0.461319 33.879 -33.8456
0.3956 2.01262 1.85745 0.433562 28.1319 -28.1027
0.4128 1.62431 1.56437 0.380693 21.9734 -21.9494
0.43 1.19672 1.20071 0.304161 15.7226 -15.7046
0.4472 0.773503 0.807234 0.212565 9.9263 -9.91456
0.4644 0.378978 0.41079 0.112296 4.77199 -4.76612
0.4816 0.0684842 0.0769991 0.0218247 0.84873 -0.847628
0.4988 0 0 0 0 0
0.516 0 0 0 0 0
0.5332 0 0 0 0 0
0.5504 0 0 0 0 0
0.5676 0 0 0 0 0
0.5848 0 0 0 0 0
0.602 0 0 0 0 0
0.6192 0 0 0 0 0
0.6364 0 0 0 0 0
0.6536 0 0 0 0 0
0.6708 0 0 0 0 0
0.688 0 0 0 0 0
0.7052 0 0 0 0 0
0.7224 0 0 0 0 0
0.7396 0 0 0 0 0
0.7568 0 0 0 0 0
0.774 0 0 0 0 0
0.7912 0 0 0 0 0
0.8084 0 0 0 0 0
0.8256 0 0 0 0 0
0.8428 0 0 0 0 0
0.86 -nan -nan -nan -nan -nan
