#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0144 0 0
0.0288 0 0
0.0432 0 0
0.0576 0 0
0.072 0.0229018 0.0736232
0.0864 0.195929 0.619956
0.1008 0.457611 1.42362
0.1152 0.821824 2.51269
0.1296 1.28402 3.85694
0.144 1.78632 5.26211
0.1584 2.44562 7.06699
0.1728 3.14929 8.91319
0.1872 3.91668 10.8446
0.2016 4.74856 12.8491
0.216 5.59214 14.7677
0.2304 6.37422 16.4023
0.2448 6.83394 17.0931
0.2592 6.82672 16.5527
0.2736 6.38692 14.9746
0.288 5.71681 12.9358
0.3024 4.90616 10.6952
0.3168 3.97233 8.32568
0.3312 2.96592 5.96391
0.3456 2.01772 3.8859
0.36 1.10856 2.03971
0.3744 0.334728 0.586817
0.3888 0 0
0.4032 0 0
0.4176 0 0
0.432 0 0
0.4464 0 0
0.4608 0 0
0.4752 0 0
0.4896 0 0
0.504 0 0
0.5184 0 0
0.5328 0 0
0.5472 0 0
0.5616 0 0
0.576 0 0
0.5904 0 0
0.6048 0 0
0.6192 0 0
0.6336 0 0
0.648 0 0
0.6624 0 0
0.6768 0 0
0.6912 0 0
0.7056 0 0
0.72 -nan -nan
