#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0014 60.8318 3.04444
0.0028 107.943 5.52639
0.0042 137.23 7.22677
0.0056 149.054 8.11725
0.007 154.408 8.53873
0.0084 154.118 8.53745
0.0098 147.447 8.10428
0.0112 140.623 7.47769
0.0126 127.808 6.5184
0.014 111.531 5.36127
0.0154 95.8363 4.18767
0.0168 69.6742 2.77134
0.0182 39.8806 1.43957
0.0196 17.0444 0.541056
0.021 1.26316 0.0343393
0.0224 0 0
0.0238 0 0
0.0252 0 0
0.0266 0 0
0.028 0 0
0.0294 0 0
0.0308 0 0
0.0322 0 0
0.0336 0 0
0.035 0 0
0.0364 0 0
0.0378 0 0
0.0392 0 0
0.0406 0 0
0.042 0 0
0.0434 0 0
0.0448 0 0
0.0462 0 0
0.0476 0 0
0.049 0 0
0.0504 0 0
0.0518 0 0
0.0532 0 0
0.0546 0 0
0.056 0 0
0.0574 0 0
0.0588 0 0
0.0602 0 0
0.0616 0 0
0.063 0 0
0.0644 0 0
0.0658 0 0
0.0672 0 0
0.0686 0 0
0.07 -nan -nan
