#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0014 59.194 4.72212 58.9062 190.939 -51.147
0.0028 105.377 16.7685 104.565 338.301 -90.5335
0.0042 134.59 32.0051 133.079 429.047 -114.65
0.0056 147.075 46.4035 144.803 464.457 -123.866
0.007 153.182 60.1509 150.58 479.225 -127.537
0.0084 153.673 72.1183 151.147 476.088 -126.415
0.0098 147.775 80.579 145.647 453.006 -119.983
0.0112 141.479 87.8998 140.24 429.445 -113.457
0.0126 129.119 89.9554 128.853 387.651 -102.128
0.014 113.106 87.2948 113.86 335.728 -88.1838
0.0154 97.4271 82.5616 99.2946 286.136 -74.9346
0.0168 71.1189 65.5402 73.2879 206.113 -53.7855
0.0182 40.9258 40.6883 42.6104 116.772 -30.3468
0.0196 17.582 18.749 18.5232 49.3551 -12.7708
0.021 1.31054 1.49065 1.39748 3.61374 -0.930619
0.0224 0 0 0 0 0
0.0238 0 0 0 0 0
0.0252 0 0 0 0 0
0.0266 0 0 0 0 0
0.028 0 0 0 0 0
0.0294 0 0 0 0 0
0.0308 0 0 0 0 0
0.0322 0 0 0 0 0
0.0336 0 0 0 0 0
0.035 0 0 0 0 0
0.0364 0 0 0 0 0
0.0378 0 0 0 0 0
0.0392 0 0 0 0 0
0.0406 0 0 0 0 0
0.042 0 0 0 0 0
0.0434 0 0 0 0 0
0.0448 0 0 0 0 0
0.0462 0 0 0 0 0
0.0476 0 0 0 0 0
0.049 0 0 0 0 0
0.0504 0 0 0 0 0
0.0518 0 0 0 0 0
0.0532 0 0 0 0 0
0.0546 0 0 0 0 0
0.056 0 0 0 0 0
0.0574 0 0 0 0 0
0.0588 0 0 0 0 0
0.0602 0 0 0 0 0
0.0616 0 0 0 0 0
0.063 0 0 0 0 0
0.0644 0 0 0 0 0
0.0658 0 0 0 0 0
0.0672 0 0 0 0 0
0.0686 0 0 0 0 0
0.07 -nan -nan -nan -nan -nan
