#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
0 -nan -nan -nan -nan -nan
