#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.003 33.6892 1.8157 11.7214 120.632 -63.8235
0.006 65.2135 7.02899 22.7894 233.12 -123.281
0.009 93.4767 15.1145 32.9305 333.413 -176.195
0.012 114.186 24.6113 40.6186 405.578 -214.088
0.015 124.895 33.6291 44.9326 440.885 -232.361
0.018 128.428 41.4755 46.8747 450.216 -236.841
0.021 124.687 46.9534 46.2907 433.601 -227.609
0.024 118.582 51.0358 44.9878 409.299 -214.369
0.027 108.466 52.532 42.1839 371.449 -194.063
0.03 93.8886 50.5407 37.5173 318.708 -166.044
0.033 76.5977 45.3662 31.4975 257.375 -133.667
0.036 58.502 37.8045 24.794 194.328 -100.568
0.039 43.0769 30.1791 18.8832 141.529 -72.9773
0.042 28.2798 21.352 12.8381 91.7855 -47.1381
0.045 14.9546 12.1077 7.04111 47.9045 -24.4955
0.048 5.53071 4.78389 2.70955 17.4999 -8.90866
0.051 0 0 0 0 0
0.054 0 0 0 0 0
0.057 0 0 0 0 0
0.06 0 0 0 0 0
0.063 0 0 0 0 0
0.066 0 0 0 0 0
0.069 0 0 0 0 0
0.072 0 0 0 0 0
0.075 0 0 0 0 0
0.078 0 0 0 0 0
0.081 0 0 0 0 0
0.084 0 0 0 0 0
0.087 0 0 0 0 0
0.09 0 0 0 0 0
0.093 0 0 0 0 0
0.096 0 0 0 0 0
0.099 0 0 0 0 0
0.102 0 0 0 0 0
0.105 0 0 0 0 0
0.108 0 0 0 0 0
0.111 0 0 0 0 0
0.114 0 0 0 0 0
0.117 0 0 0 0 0
0.12 0 0 0 0 0
0.123 0 0 0 0 0
0.126 0 0 0 0 0
0.129 0 0 0 0 0
0.132 0 0 0 0 0
0.135 0 0 0 0 0
0.138 0 0 0 0 0
0.141 0 0 0 0 0
0.144 0 0 0 0 0
0.147 0 0 0 0 0
0.15 -nan -nan -nan -nan -nan
