#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.002 18.5778 2.12089
0.004 37.1569 4.19345
0.006 55.7383 6.16937
0.008 74.3233 8.00028
0.01 92.9131 9.6378
0.012 111.509 11.0335
0.014 130.112 12.1389
0.016 148.723 12.9054
0.018 167.344 13.2844
0.02 148.378 11.1281
0.022 119.012 8.42075
0.024 84.9399 5.60973
0.026 45.8383 2.79031
0.028 1.33614 0.073827
0.03 0 0
0.032 0 0
0.034 0 0
0.036 0 0
0.038 0 0
0.04 0 0
0.042 0 0
0.044 0 0
0.046 0 0
0.048 0 0
0.05 0 0
0.052 0 0
0.054 0 0
0.056 0 0
0.058 0 0
0.06 0 0
0.062 0 0
0.064 0 0
0.066 0 0
0.068 0 0
0.07 0 0
0.072 0 0
0.074 0 0
0.076 0 0
0.078 0 0
0.08 0 0
0.082 0 0
0.084 0 0
0.086 0 0
0.088 0 0
0.09 0 0
0.092 0 0
0.094 0 0
0.096 0 0
0.098 0 0
0.1 -nan -nan
