#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.004 23.4706 1.10807 4.24215 92.8301 -60.953
0.008 45.5242 4.29848 8.2928 179.744 -117.972
0.012 67.1728 9.51796 12.429 265.003 -173.849
0.016 85.2264 16.1062 16.0819 335.35 -219.817
0.02 98.9611 23.3853 19.1346 387.993 -254.048
0.024 105.51 29.9247 20.9714 411.355 -268.95
0.028 105.414 34.8852 21.6183 408.132 -266.369
0.032 100.472 38.0087 21.3463 386.009 -251.42
0.036 90.7549 38.6327 20.0352 345.53 -224.527
0.04 78.843 37.3009 18.1395 297.167 -192.592
0.044 66.85 34.8069 16.0853 249.395 -161.175
0.048 54.5475 31.0034 13.7632 201.309 -129.699
0.052 41.784 25.7463 11.0752 152.389 -97.8489
0.056 31.1399 20.6889 8.70102 112.348 -71.889
0.06 20.421 14.5539 6.01861 72.7703 -46.3852
0.064 11.2538 8.56835 3.50521 39.6147 -25.149
0.068 4.32231 3.50335 1.42525 15.0344 -9.50394
0.072 0.0476624 0.0409871 0.0166418 0.16362 -0.102954
0.076 0 0 0 0 0
0.08 0 0 0 0 0
0.084 0 0 0 0 0
0.088 0 0 0 0 0
0.092 0 0 0 0 0
0.096 0 0 0 0 0
0.1 0 0 0 0 0
0.104 0 0 0 0 0
0.108 0 0 0 0 0
0.112 0 0 0 0 0
0.116 0 0 0 0 0
0.12 0 0 0 0 0
0.124 0 0 0 0 0
0.128 0 0 0 0 0
0.132 0 0 0 0 0
0.136 0 0 0 0 0
0.14 0 0 0 0 0
0.144 0 0 0 0 0
0.148 0 0 0 0 0
0.152 0 0 0 0 0
0.156 0 0 0 0 0
0.16 0 0 0 0 0
0.164 0 0 0 0 0
0.168 0 0 0 0 0
0.172 0 0 0 0 0
0.176 0 0 0 0 0
0.18 0 0 0 0 0
0.184 0 0 0 0 0
0.188 0 0 0 0 0
0.192 0 0 0 0 0
0.196 0 0 0 0 0
0.2 -nan -nan -nan -nan -nan
