#w[GeV] R_00[GeV^-1] R_0z[GeV^-1] R_zz[GeV^-1] R_xx[GeV^-1] R_xy[GeV^-1]
0 0 0 0 0 0
0.0048 12.4892 0.555338 1.39984 54.1409 -39.9658
0.0096 25.0316 2.22672 2.84689 108.539 -80.1068
0.0144 36.5028 4.87155 4.23968 157.979 -116.536
0.0192 47.2686 8.41412 5.65625 204.211 -150.545
0.024 56.5143 12.5801 7.01519 243.508 -179.361
0.0288 62.5314 16.7091 8.09259 268.225 -197.337
0.0336 64.779 20.2006 8.77985 276.139 -202.861
0.0384 62.6714 22.3392 8.92559 264.91 -194.258
0.0432 57.4312 23.0325 8.62074 240.252 -175.797
0.048 51.2294 22.8327 8.1357 211.971 -154.737
0.0528 44.4106 21.78 7.48522 181.659 -132.268
0.0576 37.6383 20.1473 6.75291 152.205 -110.519
0.0624 30.7587 17.8487 5.88598 122.917 -88.989
0.0672 23.6055 14.7621 4.82215 93.1147 -67.1941
0.072 17.4771 11.7229 3.81955 68.1192 -48.9926
0.0768 11.6395 8.33745 2.72181 44.7797 -32.0891
0.0816 6.32901 4.82294 1.58346 24.0092 -17.137
0.0864 2.55437 2.06463 0.684804 9.57043 -6.80354
0.0912 0.157444 0.134586 0.045214 0.582193 -0.41208
0.096 0 0 0 0 0
0.1008 0 0 0 0 0
0.1056 0 0 0 0 0
0.1104 0 0 0 0 0
0.1152 0 0 0 0 0
0.12 0 0 0 0 0
0.1248 0 0 0 0 0
0.1296 0 0 0 0 0
0.1344 0 0 0 0 0
0.1392 0 0 0 0 0
0.144 0 0 0 0 0
0.1488 0 0 0 0 0
0.1536 0 0 0 0 0
0.1584 0 0 0 0 0
0.1632 0 0 0 0 0
0.168 0 0 0 0 0
0.1728 0 0 0 0 0
0.1776 0 0 0 0 0
0.1824 0 0 0 0 0
0.1872 0 0 0 0 0
0.192 0 0 0 0 0
0.1968 0 0 0 0 0
0.2016 0 0 0 0 0
0.2064 0 0 0 0 0
0.2112 0 0 0 0 0
0.216 0 0 0 0 0
0.2208 0 0 0 0 0
0.2256 0 0 0 0 0
0.2304 0 0 0 0 0
0.2352 0 0 0 0 0
0.24 -nan -nan -nan -nan -nan
