#w[GeV] R_L[GeV^-1] R_T[GeV^-1]
0 0 0
0.0134 0 0
0.0268 0 0
0.0402 0 0
0.0536 0.0882038 0.247267
0.067 0.284282 0.786823
0.0804 0.553586 1.51118
0.0938 0.903172 2.42931
0.1072 1.3544 3.5886
0.1206 1.83636 4.78405
0.134 2.45551 6.28896
0.1474 3.11623 7.83458
0.1608 3.82961 9.43943
0.1742 4.59688 11.0956
0.1876 5.37023 12.6755
0.201 6.08441 14.0211
0.2144 6.50524 14.6014
0.2278 6.50463 14.1843
0.2412 6.10019 12.8914
0.2546 5.4804 11.2018
0.268 4.73978 9.35344
0.2814 3.88897 7.39419
0.2948 3.02539 5.53204
0.3082 2.1633 3.79613
0.3216 1.32563 2.22673
0.335 0.594157 0.952878
0.3484 0.0738574 0.112795
0.3618 0 0
0.3752 0 0
0.3886 0 0
0.402 0 0
0.4154 0 0
0.4288 0 0
0.4422 0 0
0.4556 0 0
0.469 0 0
0.4824 0 0
0.4958 0 0
0.5092 0 0
0.5226 0 0
0.536 0 0
0.5494 0 0
0.5628 0 0
0.5762 0 0
0.5896 0 0
0.603 0 0
0.6164 0 0
0.6298 0 0
0.6432 0 0
0.6566 0 0
0.67 -nan -nan
